Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Accuracy,Condition
42,1,1,5.3,0.864,0.959,0.44,1,MM
42,2,2,4.35,0.579,1.04,0.42,1,MM
42,2,2,5.5,1.216,1.559,0.4,1,MM
42,2,2,4.9,0.782,0.99,0.38,1,MM
42,1,1,3.5,1.43,0.625,0.36,1,MM
42,1,1,2.65,0.963,0.724,0.34,1,MM
42,1,2,4.65,0.83,0.501,0.36,0,MM
42,2,2,3.5,0.796,0.342,0.38,1,MM
42,1,2,2.55,1.348,0.907,0.4,0,MM
42,2,2,4.3,0.763,0.788,0.42,1,MM
42,1,1,4.4,0.896,0.655,0.4,1,MM
42,2,2,3.95,0.764,0.554,0.38,1,MM
42,1,2,2.3,2,1.006,0.4,0,MM
42,1,1,5.4,0.829,0.634,0.42,1,MM
42,1,1,4.95,0.731,0.872,0.4,1,MM
42,2,1,4.55,0.813,0.688,0.42,0,MM
42,1,1,5.55,0.813,0.695,0.44,1,MM
42,2,1,3.5,1.932,0.44,0.46,0,MM
42,1,1,4.2,0.779,0.645,0.48,1,MM
42,1,2,3.5,1.397,0.29,0.5,0,MM
42,1,1,3.5,1.482,0.44,0.52,1,MM
42,2,2,4.05,0.762,1.041,0.5,1,MM
42,2,2,4.4,0.898,0.873,0.48,1,MM
42,2,2,6,0.596,1.19,0.46,1,MM
42,1,1,2.7,1.18,0.524,0.44,1,MM
42,2,2,5.85,0.463,0.955,0.42,1,MM
42,2,2,4.85,0.947,1.073,0.4,1,MM
42,1,2,5.7,0.58,0.76,0.42,0,MM
42,2,2,3.5,0.898,0.241,0.44,1,MM
42,2,2,2.9,0.932,0.654,0.42,1,MM
42,2,2,3.5,0.882,0.273,0.4,1,MM
42,1,1,4.45,0.612,0.639,0.38,1,MM
42,1,2,3.45,1.282,0.255,0.4,0,MM
42,1,1,5,0.731,1.208,0.42,1,MM
42,1,1,4.5,0.697,0.648,0.4,1,MM
42,1,1,4.25,1.114,0.674,0.38,1,MM
42,1,1,3.85,1.197,0.634,0.36,1,MM
42,2,2,5.2,0.464,1.086,0.34,1,MM
42,2,2,4.65,0.645,1.09,0.32,1,MM
42,1,2,3.5,1.396,0.474,0.34,0,MM
42,1,2,2.9,0.747,0.751,0.36,0,MM
42,2,2,3.5,0.865,0.439,0.38,1,MM
42,2,2,4.7,1.298,1.4,0.36,1,MM
42,2,2,5.25,0.363,0.736,0.34,1,MM
42,2,1,3.5,1.098,0.254,0.36,0,MM
42,1,2,3.5,1.263,0.273,0.38,0,MM
42,2,2,1.7,1.517,0.702,0.4,1,MM
42,2,2,5.9,0.565,0.806,0.38,1,MM
42,1,1,4.5,0.829,0.554,0.36,1,MM
42,2,2,4.1,0.647,0.669,0.34,1,MM
42,2,2,4.25,0.848,0.815,0.32,1,MM
42,1,1,3.5,0.728,0.355,0.3,1,MM
42,1,2,4,0.664,0.557,0.32,0,MM
42,1,2,4.15,1.264,0.635,0.34,0,MM
42,2,2,3.5,0.815,0.255,0.36,1,MM
42,2,2,4.3,0.663,0.484,0.34,1,MM
42,2,2,4.55,1.165,1.072,0.32,1,MM
42,2,1,4.3,1.766,0.99,0.34,0,MM
42,2,2,4.6,1.35,0.989,0.36,1,MM
42,1,2,4.4,1.063,1.043,0.38,0,MM
42,1,2,4.5,0.946,0.819,0.4,0,MM
42,1,2,4.15,0.446,0.606,0.42,0,MM
42,1,1,3,1.667,1.037,0.44,1,MM
42,2,2,3.1,1.599,0.767,0.42,1,MM
42,1,2,2.8,1.015,0.735,0.44,0,MM
42,2,2,5.4,1.532,1.04,0.46,1,MM
42,2,2,5,1.216,0.917,0.44,1,MM
42,2,2,5,1.298,1.205,0.42,1,MM
42,1,2,4.5,1.048,0.908,0.44,0,MM
42,2,2,4.05,0.797,0.535,0.46,1,MM
42,2,2,3.5,0.863,0.231,0.44,1,MM
42,2,2,3.5,0.864,0.74,0.42,1,MM
42,1,2,3.5,1.416,0.651,0.44,0,MM
42,2,2,2.8,1.167,1.002,0.46,1,MM
42,1,1,5.35,0.897,1.106,0.44,1,MM
42,2,2,4.15,0.83,0.589,0.42,1,MM
42,1,1,3.5,0.915,0.202,0.4,1,MM
42,2,1,3.05,0.996,0.678,0.42,0,MM
42,2,2,3.5,1.532,0.274,0.44,1,MM
42,2,1,3.55,1.331,0.842,0.46,0,MM
42,1,2,3.05,1.817,0.747,0.48,0,MM
42,2,2,4.6,0.998,0.889,0.5,1,MM
42,1,2,3.45,1.147,0.274,0.52,0,MM
42,1,2,4.1,1.463,0.821,0.54,0,MM
42,1,2,3.5,1.029,0.285,0.56,0,MM
42,1,1,4.55,0.981,0.819,0.58,1,MM
42,2,2,4.4,0.481,0.689,0.56,1,MM
42,2,2,2.55,1.765,0.907,0.54,1,MM
42,2,2,4.65,0.614,1.037,0.52,1,MM
42,1,2,4.55,0.913,1.091,0.54,0,MM
42,2,2,4.45,0.766,1.298,0.56,1,MM
42,1,2,4.1,0.797,0.663,0.58,0,MM
42,2,2,1.8,1.166,1.197,0.6,1,MM
42,2,2,5.95,0.497,1.166,0.58,1,MM
42,2,2,6,0.38,1.177,0.56,1,MM
42,2,2,4.95,1.064,1.115,0.54,1,MM
42,1,1,6,0.63,1.783,0.52,1,MM
42,2,2,4.5,1.748,1.348,0.5,1,MM
42,2,2,5.25,0.464,1.556,0.48,1,MM
42,1,1,4,0.864,0.666,0.46,1,MM
42,1,1,4.55,0.697,0.783,0.44,1,MM
42,1,2,3.95,1.013,0.798,0.46,0,MM
42,2,2,3.5,0.564,0.265,0.48,1,MM
42,1,2,4.4,0.68,1.115,0.5,0,MM
42,1,2,3.5,0.932,0.414,0.52,0,MM
42,2,2,4.35,0.748,0.93,0.54,1,MM
42,2,2,5.4,0.464,1.19,0.52,1,MM
42,1,1,4.95,1.031,1.183,0.5,1,MM
42,1,1,4.75,0.764,0.899,0.48,1,MM
42,1,1,3.5,2,0.931,0.46,1,MM
42,1,2,3.5,0.547,0.315,0.48,0,MM
42,1,1,5.8,0.58,0.649,0.5,1,MM
42,1,1,5.2,0.612,1.154,0.48,1,MM
42,2,2,5.85,0.865,1.163,0.46,1,MM
42,1,2,5.1,0.529,0.794,0.48,0,MM
42,1,1,4.85,0.93,0.684,0.5,1,MM
42,1,1,5.35,0.662,0.771,0.48,1,MM
42,1,2,2.2,1.382,1.181,0.5,0,MM
42,2,2,5.1,0.446,0.772,0.52,1,MM
42,1,1,4.3,0.998,0.714,0.5,1,MM
42,2,2,4.55,0.596,0.89,0.48,1,MM
42,1,1,4.75,1.031,0.654,0.46,1,MM
42,1,1,2.5,1.349,0.773,0.44,1,MM
42,2,2,4.55,0.712,0.868,0.42,1,MM
42,1,2,2.1,1.381,0.885,0.44,0,MM
42,1,1,3.5,0.882,0.606,0.46,1,MM
42,2,2,3.5,1.648,0.515,0.44,1,MM
42,2,2,3.5,1.699,0.891,0.42,1,MM
42,2,2,4,0.648,0.575,0.4,1,MM
42,2,2,4.4,0.78,0.666,0.38,1,MM
42,2,2,4.15,1.399,0.616,0.36,1,MM
42,1,1,2.3,0.964,0.445,0.34,1,MM
42,1,1,3.95,1.032,0.506,0.32,1,MM
42,1,1,4,1.399,0.731,0.3,1,MM
42,1,1,2.4,1.499,0.783,0.28,1,MM
42,2,2,3.5,0.814,0.598,0.26,1,MM
42,1,1,3.5,1.098,0.254,0.24,1,MM
42,1,2,2.4,1.381,0.699,0.26,0,MM
42,2,1,3.5,0.547,0.8,0.28,0,MM
42,2,2,2.5,1.566,1.315,0.3,1,MM
42,1,2,4.6,0.898,0.648,0.32,0,MM
42,1,1,4.2,0.981,0.529,0.34,1,MM
42,1,1,4.2,0.964,0.465,0.32,1,MM
42,1,1,4.65,1.748,1.768,0.3,1,MM
42,2,2,4.8,0.481,1.817,0.28,1,MM
42,1,2,3.1,1.247,0.548,0.3,0,MM
42,2,1,4.7,1.566,0.688,0.32,0,MM
42,1,1,4.25,1.031,0.653,0.34,1,MM
42,1,1,4.35,0.947,0.967,0.32,1,MM
42,1,1,2.2,1.582,0.918,0.3,1,MM
42,1,1,2.95,1.064,0.934,0.28,1,MM
42,1,2,2.85,1.314,0.819,0.3,0,MM
42,1,1,2.95,0.98,0.559,0.32,1,MM
42,1,2,2.75,1.146,0.571,0.34,0,MM
42,1,2,2.25,0.897,1.02,0.36,0,MM
42,2,1,2.7,1.649,1.093,0.38,0,MM
42,1,1,5.25,0.829,1.217,0.4,1,MM
42,1,1,4.85,0.798,1.31,0.38,1,MM
42,1,2,3.5,1.75,0.647,0.4,0,MM
42,1,2,4.05,0.746,0.907,0.42,0,MM
42,1,1,4.55,0.831,1.538,0.44,1,MM
42,2,2,4.35,0.529,0.969,0.42,1,MM
42,2,2,5.2,0.531,1.375,0.4,1,MM
42,2,1,2.1,1.031,1.021,0.42,0,MM
42,2,2,4.85,1.148,0.719,0.44,1,MM
42,2,2,4.55,0.696,1.155,0.42,1,MM
42,1,2,2.4,0.997,0.849,0.44,0,MM
42,1,1,1.85,1.381,0.754,0.46,1,MM
42,2,2,4.75,0.481,0.999,0.44,1,MM
42,1,1,4.4,0.882,0.505,0.42,1,MM
42,1,1,4.5,0.795,1.359,0.4,1,MM
42,1,1,5.05,1.213,1.318,0.38,1,MM
42,2,2,3.15,1.248,0.619,0.36,1,MM
42,1,1,4.5,1.985,1.489,0.34,1,MM
42,2,2,3.5,1.215,0.756,0.32,1,MM
42,1,1,3.5,0.913,0.321,0.3,1,MM
42,1,1,3.5,2,0.82,0.28,1,MM
42,1,2,3.5,0.762,0.372,0.3,0,MM
42,2,2,4.3,0.965,0.856,0.32,1,MM
42,2,2,3.5,1.014,0.266,0.3,1,MM
42,1,2,2.6,1.347,0.807,0.32,0,MM
42,1,1,2.4,1.699,0.822,0.34,1,MM
42,1,2,2.85,1.081,0.656,0.36,0,MM
42,2,1,2.5,0.945,0.873,0.38,0,MM
42,2,2,4.1,1.567,0.678,0.4,1,MM
42,1,2,3.5,1.229,0.218,0.42,0,MM
42,1,1,4.3,1.099,0.703,0.44,1,MM
42,2,2,4.25,0.796,0.767,0.42,1,MM
42,2,2,4,0.848,0.81,0.4,1,MM
42,1,2,3.5,1.433,0.567,0.42,0,MM
42,2,2,3.5,1.748,0.403,0.44,1,MM
42,1,1,3.5,0.979,0.261,0.42,1,MM
42,2,2,4.75,0.497,0.774,0.4,1,MM
42,1,1,5.55,0.829,1.172,0.38,1,MM
42,1,2,4.1,0.879,0.641,0.4,0,MM
42,2,2,4.4,0.897,0.57,0.42,1,MM
42,1,1,4.3,0.798,0.662,0.4,1,MM
42,1,2,1.8,1.13,0.814,0.42,0,MM
42,2,1,2.5,1.082,0.742,0.44,0,MM
42,2,2,4.75,0.529,0.789,0.46,1,MM
42,2,2,4.2,0.813,0.788,0.44,1,MM
42,1,1,2.75,0.646,0.624,0.42,1,MM
42,2,2,5,0.446,0.921,0.4,1,MM
42,2,2,4.45,0.564,1.19,0.38,1,MM
42,1,1,2.9,1.096,0.738,0.36,1,MM
42,1,2,3,1.181,0.773,0.38,0,MM
42,1,2,2.85,1.614,0.927,0.4,0,MM
42,1,2,2.9,1.414,0.705,0.42,0,MM
42,1,2,2.6,1.213,0.826,0.44,0,MM
42,1,1,2.8,1.029,1.29,0.46,1,MM
42,1,2,3.5,0.729,0.285,0.48,0,MM
42,2,2,4.45,0.879,0.537,0.5,1,MM
42,2,2,4.6,0.865,0.89,0.48,1,MM
42,1,1,5.3,0.946,0.769,0.46,1,MM
42,2,2,4.9,0.679,0.671,0.44,1,MM
42,2,2,4.45,0.379,0.601,0.42,1,MM
42,2,2,4.5,1.148,0.558,0.4,1,MM
42,1,1,1.85,1.698,0.922,0.38,1,MM
42,1,1,3.25,1.364,0.872,0.36,1,MM
42,2,2,4.1,1.047,0.455,0.34,1,MM
42,1,2,3.5,0.912,0.273,0.36,0,MM
42,2,2,3.85,1.447,0.689,0.38,1,MM
42,2,2,4.4,0.497,0.772,0.36,1,MM
42,2,2,5.05,0.88,0.773,0.34,1,MM
42,1,2,3.45,0.832,0.872,0.36,0,MM
42,1,2,2.7,1.999,1.142,0.38,0,MM
42,2,2,3.5,1.65,0.974,0.4,1,MM
42,1,2,1.75,2,2.427,0.42,0,MM
42,1,2,1.15,2,3.345,0.44,0,MM
42,1,1,4.55,1.531,1.122,0.46,1,MM
42,2,1,3.5,0.912,1.196,0.48,0,MM
42,1,1,3.7,0.879,0.819,0.5,1,MM
42,1,1,4.2,0.898,0.799,0.48,1,MM
42,1,1,3.5,0.98,0.589,0.46,1,MM
42,2,2,4.65,0.997,0.956,0.44,1,MM
42,1,1,2,1.28,0.89,0.42,1,MM
42,2,2,4.55,0.511,0.516,0.4,1,MM
42,1,2,2.7,0.731,0.517,0.42,0,MM
42,1,2,4.35,0.597,0.585,0.44,0,MM
42,1,1,4.1,0.779,0.519,0.46,1,MM
42,2,2,4.95,0.479,1.355,0.44,1,MM
42,2,2,5,0.63,1.029,0.42,1,MM
42,2,2,3.5,0.812,0.421,0.4,1,MM
42,1,2,3.75,0.564,0.589,0.42,0,MM
42,2,2,3.95,0.814,0.724,0.44,1,MM
42,1,2,4.9,1.748,0.903,0.46,0,MM
42,2,2,5.45,0.78,1.003,0.48,1,MM
42,1,1,3.5,1.047,0.47,0.46,1,MM
42,1,1,5.1,0.896,1.042,0.44,1,MM
42,1,1,2.05,1.7,0.908,0.42,1,MM
42,2,1,3.05,1.133,0.707,0.44,0,MM
42,1,2,2.95,0.98,0.618,0.46,0,MM
42,1,1,3,0.881,0.902,0.48,1,MM
42,2,2,4.55,0.647,0.641,0.46,1,MM
42,2,2,4.25,1.213,0.707,0.44,1,MM
42,2,2,4.3,1.093,0.537,0.42,1,MM
42,2,2,2.35,1.281,0.504,0.4,1,MM
42,1,2,3.95,0.697,0.617,0.42,0,MM
42,1,2,4.95,0.512,1.022,0.44,0,MM
42,2,2,3.05,0.929,0.571,0.46,1,MM
42,1,2,3.5,0.898,0.274,0.48,0,MM
42,2,2,4.85,0.597,0.536,0.5,1,MM
42,1,1,4.5,0.846,0.566,0.48,1,MM
42,2,2,4.4,0.598,0.586,0.46,1,MM
42,1,1,2.35,1.314,1.252,0.44,1,MM
42,1,2,4.05,0.813,0.609,0.46,0,MM
42,1,2,4.05,0.648,0.454,0.48,0,MM
42,1,1,5.15,0.879,1.085,0.5,1,MM
42,2,2,4.9,0.598,0.791,0.48,1,MM
42,2,2,3.5,0.846,0.391,0.46,1,MM
42,2,2,4.55,0.53,0.846,0.44,1,MM
42,1,2,4,0.964,0.625,0.46,0,MM
42,1,2,3.7,0.865,0.345,0.48,0,MM
42,2,2,4.35,0.814,0.947,0.5,1,MM
42,1,1,3.5,0.864,0.213,0.48,1,MM
42,1,1,4.15,0.88,0.492,0.46,1,MM
43,2,2,5,1.18,22.365,0.73,1,MM
43,2,2,1,2,6.169,0.71,1,MM
43,2,2,3.65,1.03,1.726,0.69,1,MM
43,1,1,3.65,1.43,3.829,0.67,1,MM
43,1,1,4.95,1.348,2.126,0.65,1,MM
43,1,1,3,1.782,7.339,0.63,1,MM
43,2,2,4.6,0.68,1.808,0.61,1,MM
43,2,2,4.55,1.247,3.88,0.59,1,MM
43,1,1,3.45,1.748,4.799,0.57,1,MM
43,1,1,3.45,2,6.236,0.55,1,MM
43,1,1,2.5,1.797,3.345,0.53,1,MM
43,2,2,2,1.633,3.211,0.51,1,MM
43,2,2,5.55,0.763,1.655,0.49,1,MM
43,1,2,5.5,0.763,2.209,0.51,0,MM
43,1,1,4,1.332,2.96,0.53,1,MM
43,2,2,2.55,1.416,2.326,0.51,1,MM
43,1,1,3.5,1.446,1.24,0.49,1,MM
43,1,2,4.8,0.78,2.327,0.51,0,MM
43,1,2,4.45,1.231,3.76,0.53,0,MM
43,1,1,3.95,1.414,2.944,0.55,1,MM
43,1,1,2,1.949,2.509,0.53,1,MM
43,2,2,4.05,1.231,3.579,0.51,1,MM
43,2,2,2,1.332,2.995,0.49,1,MM
43,1,2,6,1.08,1.257,0.51,0,MM
43,1,2,2.5,2,4.716,0.53,0,MM
43,1,2,5.05,0.98,2.894,0.55,0,MM
43,1,2,3.5,1.113,1.024,0.57,0,MM
43,2,2,5.45,1.38,8.241,0.59,1,MM
43,2,2,4.95,0.779,2.541,0.57,1,MM
43,2,2,6,1.482,1.793,0.55,1,MM
43,1,1,4.55,1.481,1.657,0.53,1,MM
43,2,1,5.25,1.014,1.487,0.55,0,MM
43,1,2,6,1.247,2.678,0.57,0,MM
43,2,2,4.95,1.197,3.146,0.59,1,MM
43,1,1,4,1.529,1.708,0.57,1,MM
43,2,2,6,0.913,1.826,0.55,1,MM
43,1,1,3.5,1.648,1.725,0.53,1,MM
43,1,1,3.5,1.865,1.04,0.51,1,MM
43,2,2,6,0.947,1.04,0.49,1,MM
43,2,2,5,0.981,1.475,0.47,1,MM
43,1,2,5,0.762,1.991,0.49,0,MM
43,2,2,6,0.997,1.224,0.51,1,MM
43,1,2,6,1.298,1.86,0.53,0,MM
43,1,2,4.95,0.996,2.124,0.55,0,MM
43,1,2,4.6,1.28,1.857,0.57,0,MM
43,2,1,3.55,1.849,1.359,0.59,0,MM
43,1,1,5,1.114,3.078,0.61,1,MM
43,2,2,5.05,0.746,3.83,0.59,1,MM
43,1,2,3.5,1.197,0.975,0.61,0,MM
43,1,2,5,0.863,2.341,0.63,0,MM
43,2,2,5,0.746,2.658,0.65,1,MM
43,2,2,5,1.447,2.31,0.63,1,MM
43,2,2,4.95,0.896,1.441,0.61,1,MM
43,1,2,6,1.064,1.153,0.63,0,MM
43,2,2,6,0.763,1.541,0.65,1,MM
43,2,2,3.5,1.648,0.607,0.63,1,MM
43,2,2,5,0.796,2.374,0.61,1,MM
43,1,1,4.5,0.98,2.259,0.59,1,MM
43,1,2,3.5,1.616,0.872,0.61,0,MM
43,1,1,2.05,1.664,2.343,0.63,1,MM
43,2,2,4.5,1.148,3.325,0.61,1,MM
43,1,1,3.5,1.13,4.765,0.59,1,MM
43,1,1,4.5,0.746,2.159,0.57,1,MM
43,1,1,4.5,0.813,1.439,0.55,1,MM
43,1,1,4,1.048,2.108,0.53,1,MM
43,1,1,4.5,0.645,3.16,0.51,1,MM
43,2,2,4.5,0.78,2.311,0.49,1,MM
43,2,2,5,0.663,1.823,0.47,1,MM
43,1,2,4.5,1.514,1.779,0.49,0,MM
43,1,1,2,1.566,1.555,0.51,1,MM
43,1,2,5,0.813,4.278,0.53,0,MM
43,1,1,4,1.131,10.246,0.55,1,MM
43,1,2,3.5,1.38,1.005,0.57,0,MM
43,1,2,5,0.963,1.64,0.59,0,MM
43,1,2,3.5,1.163,0.619,0.61,0,MM
43,2,2,4.85,0.897,2.425,0.63,1,MM
43,2,2,5,1.316,2.459,0.61,1,MM
43,2,2,6,0.629,1.471,0.59,1,MM
43,2,2,5.55,0.999,4.028,0.57,1,MM
43,2,2,5.45,0.795,2.442,0.55,1,MM
43,2,2,5,0.963,1.874,0.53,1,MM
43,2,1,3.5,1.816,1.125,0.55,0,MM
43,2,2,5,0.762,2.876,0.57,1,MM
43,1,1,3.5,1.716,0.69,0.55,1,MM
43,1,1,2.5,1.899,2.075,0.53,1,MM
43,2,2,4.95,0.763,1.623,0.51,1,MM
43,1,1,2.55,1.631,1.84,0.49,1,MM
43,1,2,4,0.796,1.974,0.51,0,MM
43,1,1,3.95,0.779,4.864,0.53,1,MM
43,2,2,4.55,0.797,3.695,0.51,1,MM
43,1,2,3.5,1.614,0.873,0.53,0,MM
43,1,2,2.5,1.197,2.041,0.55,0,MM
43,2,2,4.5,0.863,2.743,0.57,1,MM
43,1,2,3.5,0.812,0.79,0.59,0,MM
43,2,2,4.95,0.863,2.611,0.61,1,MM
43,2,2,4.5,0.781,1.874,0.59,1,MM
43,1,2,4.5,1.029,2.493,0.61,0,MM
43,1,2,5,0.662,1.905,0.63,0,MM
43,1,1,3.5,1.248,0.387,0.65,1,MM
43,1,2,4.75,1.097,3.031,0.67,0,MM
43,2,2,5,0.881,7.507,0.69,1,MM
43,1,2,4.5,1.196,4.615,0.71,0,MM
43,2,2,5,1.165,2.211,0.73,1,MM
43,2,2,5.05,0.93,7.536,0.71,1,MM
43,2,2,5.05,0.964,3.06,0.69,1,MM
43,1,1,3.5,1.364,0.838,0.67,1,MM
43,2,2,5,1.297,5.249,0.65,1,MM
43,2,2,4.5,0.864,2.827,0.63,1,MM
43,1,1,4.5,0.997,3.012,0.61,1,MM
43,2,2,4.95,0.83,6.803,0.59,1,MM
43,2,2,5,0.98,4.297,0.57,1,MM
43,1,1,3.55,0.946,2.477,0.55,1,MM
43,1,2,3.5,1.18,0.705,0.57,0,MM
43,1,1,4,1.816,3.463,0.59,1,MM
43,1,2,4.7,0.663,2.828,0.61,0,MM
43,2,2,6,0.614,1.27,0.63,1,MM
43,1,2,4.55,1.263,2.558,0.65,0,MM
43,1,2,4.5,0.846,1.205,0.67,0,MM
43,2,2,6,0.664,1.271,0.69,1,MM
43,2,2,6,0.579,1.471,0.67,1,MM
43,1,1,4.05,1.363,1.588,0.65,1,MM
43,2,2,5.05,0.696,2.559,0.63,1,MM
43,2,2,3.95,1.415,2.494,0.61,1,MM
43,2,2,5.05,0.796,1.704,0.59,1,MM
43,1,2,4.55,0.779,1.054,0.61,0,MM
43,2,2,4.5,0.913,2.161,0.63,1,MM
43,2,2,5,0.512,1.007,0.61,1,MM
43,1,2,5,0.73,1.81,0.63,0,MM
43,1,2,4.5,1.497,2.045,0.65,0,MM
43,1,2,4.5,0.695,1.221,0.67,0,MM
43,2,2,4.55,0.713,2.292,0.69,1,MM
43,1,2,4.5,0.73,1.672,0.71,0,MM
43,2,2,5.05,0.68,2.041,0.73,1,MM
43,1,1,5,0.896,2.108,0.71,1,MM
43,2,2,4.45,0.997,1.943,0.69,1,MM
43,2,2,4.5,0.68,2.927,0.67,1,MM
43,2,2,4.5,0.88,1.654,0.65,1,MM
43,2,1,3.5,1.765,0.689,0.67,0,MM
43,2,2,4.5,0.864,1.121,0.69,1,MM
43,2,2,4.45,0.663,1.142,0.67,1,MM
43,2,2,6,0.579,1.673,0.65,1,MM
43,2,2,4.95,0.411,1.789,0.63,1,MM
43,1,1,6,0.662,1.222,0.61,1,MM
43,2,2,4.5,0.948,2.424,0.59,1,MM
43,1,1,6,0.696,1.807,0.57,1,MM
43,2,2,3.5,1.349,1.14,0.55,1,MM
43,2,2,5,0.596,2.441,0.53,1,MM
43,2,2,6,0.445,1.188,0.51,1,MM
43,1,2,4.45,0.646,1.29,0.53,0,MM
43,2,2,4.45,0.597,1.959,0.55,1,MM
43,1,2,3.5,0.946,1.272,0.57,0,MM
43,2,2,3.5,1.18,0.271,0.59,1,MM
43,1,2,3.5,1.715,0.406,0.61,0,MM
43,2,2,4.95,0.664,1.89,0.63,1,MM
43,2,2,4.45,0.679,1.123,0.61,1,MM
43,2,2,5.05,0.613,1.388,0.59,1,MM
43,1,1,4.55,0.846,2.377,0.57,1,MM
43,1,2,3.95,1.18,1.624,0.59,0,MM
43,2,2,4.5,0.763,1.255,0.61,1,MM
43,2,2,5,0.545,1.807,0.59,1,MM
43,2,2,3.5,1.549,1.008,0.57,1,MM
43,2,2,4.6,0.914,1.408,0.55,1,MM
43,2,2,5,0.663,2.041,0.53,1,MM
43,1,1,3.5,1.849,0.539,0.51,1,MM
43,1,1,3.5,1.147,0.337,0.49,1,MM
43,1,1,2.5,2,5.217,0.47,1,MM
43,1,2,4,0.645,1.123,0.49,0,MM
43,1,2,4.05,1.448,1.892,0.51,0,MM
43,2,2,4.45,0.73,1.957,0.53,1,MM
43,2,2,4.5,1.066,6.219,0.51,1,MM
43,1,2,2,1.497,7.522,0.53,0,MM
43,1,1,3.5,1.229,0.455,0.55,1,MM
43,1,1,4.95,1.063,2.208,0.53,1,MM
43,1,2,4.5,0.712,2.357,0.55,0,MM
43,2,2,6,0.497,1.52,0.57,1,MM
43,1,2,5.05,0.578,1.188,0.59,0,MM
43,2,2,6,0.38,1.472,0.61,1,MM
43,2,2,6,0.478,1.64,0.59,1,MM
43,2,2,6,0.479,0.82,0.57,1,MM
43,1,1,5.5,0.763,2.126,0.55,1,MM
43,1,2,4.8,0.679,1.975,0.57,0,MM
43,2,2,6,0.245,1.288,0.59,1,MM
43,1,2,3.5,1.397,0.702,0.61,0,MM
43,1,1,5.05,0.663,1.505,0.63,1,MM
43,1,1,6,0.629,0.719,0.61,1,MM
43,2,2,5.35,0.379,1.443,0.59,1,MM
43,1,1,4,1.38,1.975,0.57,1,MM
43,1,1,4.65,0.813,1.189,0.55,1,MM
43,2,2,4,0.797,2.076,0.53,1,MM
43,2,2,4.6,0.478,4.979,0.51,1,MM
43,1,1,4.95,0.612,1.439,0.49,1,MM
43,1,1,4.75,0.763,1.387,0.47,1,MM
43,1,2,3.5,1.614,0.271,0.49,0,MM
43,2,2,5,0.631,1.788,0.51,1,MM
43,2,2,6,0.579,1.824,0.49,1,MM
43,1,1,4.85,0.763,1.088,0.47,1,MM
43,1,1,5,0.846,1.727,0.45,1,MM
43,1,2,4,0.697,1.29,0.47,0,MM
43,2,2,5.1,0.511,2.376,0.49,1,MM
43,2,2,4.4,0.612,1.725,0.47,1,MM
43,1,2,5,0.863,1.423,0.49,0,MM
43,1,1,3.5,1.197,0.455,0.51,1,MM
43,1,2,4.5,1.096,1.458,0.53,0,MM
43,1,1,4,1.564,1.39,0.55,1,MM
43,1,2,4.5,0.645,1.591,0.57,0,MM
43,2,2,6,0.697,0.836,0.59,1,MM
43,1,1,5,0.779,1.806,0.57,1,MM
43,1,2,5,1.08,1.808,0.59,0,MM
43,1,1,4.05,1.114,4.682,0.61,1,MM
43,1,1,4.5,0.713,1.642,0.59,1,MM
43,2,2,5,0.547,3.263,0.57,1,MM
43,2,2,5,0.647,1.808,0.55,1,MM
43,2,2,5.5,0.629,2.644,0.53,1,MM
43,2,2,5.15,0.596,1.358,0.51,1,MM
43,1,2,4.5,0.679,1.646,0.53,0,MM
43,1,2,3.95,1.197,2.378,0.55,0,MM
43,2,2,5,0.429,1.386,0.57,1,MM
43,1,2,4.55,0.779,2.074,0.59,0,MM
43,1,1,4.5,0.662,1.174,0.61,1,MM
43,2,2,5.95,0.412,0.938,0.59,1,MM
43,1,1,5,0.644,2.04,0.57,1,MM
43,1,2,4.6,0.695,2.174,0.59,0,MM
43,2,2,6,0.462,1.187,0.61,1,MM
43,2,2,4.5,0.846,1.622,0.59,1,MM
43,2,2,4.5,1.215,1.241,0.57,1,MM
43,2,2,3.45,0.696,3.662,0.55,1,MM
43,2,2,6,0.613,1.307,0.53,1,MM
43,2,2,3.5,0.88,0.437,0.51,1,MM
43,1,1,4.45,0.695,3.179,0.49,1,MM
43,2,2,5,0.763,5.067,0.47,1,MM
43,1,2,4.5,0.662,2.677,0.49,0,MM
43,1,2,4.95,0.595,2.362,0.51,0,MM
43,1,1,3.5,1.164,0.422,0.53,1,MM
43,2,2,4,0.58,2.659,0.51,1,MM
43,1,1,3.95,0.879,2.043,0.49,1,MM
43,2,2,5.95,0.496,1.422,0.47,1,MM
43,1,2,3.5,1.28,0.506,0.49,0,MM
43,1,2,3.5,1.063,0.4,0.51,0,MM
43,1,1,4.5,0.695,1.89,0.53,1,MM
43,2,1,3.5,0.714,0.857,0.55,0,MM
43,2,2,4.5,0.63,1.74,0.57,1,MM
43,2,2,5,0.997,2.258,0.55,1,MM
43,2,2,6,0.395,1.271,0.53,1,MM
43,2,2,6,0.446,1.606,0.51,1,MM
43,1,2,3.45,1.698,0.455,0.53,0,MM
43,2,2,4.95,0.58,1.571,0.55,1,MM
43,2,2,4,0.78,1.024,0.53,1,MM
43,1,2,4,0.947,1.322,0.55,0,MM
43,1,1,5,0.496,1.571,0.57,1,MM
