Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Accuracy,Condition
15,1,2,1.75,1.48,0.959,0.43,0,MM
15,2,2,5.95,0.612,1.946,0.45,1,MM
15,1,2,3.5,1.113,0.525,0.47,0,MM
15,2,2,4.8,1.447,2.58,0.49,1,MM
15,2,2,5.95,0.394,1.414,0.47,1,MM
15,1,1,6,0.697,1.644,0.45,1,MM
15,1,2,5.2,0.763,1.225,0.47,0,MM
15,1,1,6,0.762,1.445,0.49,1,MM
15,1,1,3.5,1.482,0.59,0.47,1,MM
15,2,2,5.95,0.663,2.367,0.45,1,MM
15,1,2,3.5,1.798,0.491,0.47,0,MM
15,2,2,6,0.83,2.077,0.49,1,MM
15,2,2,5.95,1.464,1.828,0.47,1,MM
15,2,2,1,2,2.117,0.45,1,MM
15,2,2,6,1.047,1.238,0.43,1,MM
15,2,2,6,1.064,1.913,0.41,1,MM
15,1,2,3.5,1.414,0.643,0.43,0,MM
15,2,2,6,0.714,1.633,0.45,1,MM
15,1,2,3.5,0.862,0.685,0.47,0,MM
15,1,2,1,1.464,1.808,0.49,0,MM
15,1,1,6,0.663,1.924,0.51,1,MM
15,1,1,6,0.761,1.979,0.49,1,MM
15,1,2,6,1.614,2.188,0.51,0,MM
15,1,2,3.5,0.896,0.976,0.53,0,MM
15,2,2,1,0.896,4.314,0.55,1,MM
15,1,1,6,1.882,1.645,0.53,1,MM
15,2,2,5.4,0.68,1.441,0.51,1,MM
15,2,2,6,0.496,1.926,0.49,1,MM
15,1,1,6,0.562,4.586,0.47,1,MM
15,1,2,6,0.963,1.742,0.49,0,MM
15,2,2,6,0.729,1.827,0.51,1,MM
15,2,2,6,0.464,1.362,0.49,1,MM
15,1,2,6,1.013,1.31,0.51,0,MM
15,2,1,6,1.097,1.71,0.53,0,MM
15,1,2,3.5,0.879,0.447,0.55,0,MM
15,2,2,6,0.446,2.011,0.57,1,MM
15,2,2,6,0.514,2.027,0.55,1,MM
15,2,2,5.95,0.54,1.498,0.53,1,MM
15,2,2,6,0.612,1.575,0.51,1,MM
15,2,2,5.95,0.495,1.442,0.49,1,MM
15,2,2,6,1.03,1.61,0.47,1,MM
15,2,2,3.6,0.646,0.878,0.45,1,MM
15,1,1,4.9,1.482,1.461,0.43,1,MM
15,1,2,3.5,0.797,0.528,0.45,0,MM
15,2,2,1.35,1.248,2.425,0.47,1,MM
15,2,2,5.35,0.896,1.292,0.45,1,MM
15,1,2,5.95,0.663,2.612,0.47,0,MM
15,1,1,6,1.197,1.914,0.49,1,MM
15,1,2,6,0.68,1.666,0.51,0,MM
15,1,2,6,0.896,1.728,0.53,0,MM
15,2,2,6,0.747,1.865,0.55,1,MM
15,1,2,6,0.63,2.119,0.57,0,MM
15,1,2,6,0.63,1.242,0.59,0,MM
15,1,2,3.5,0.812,0.441,0.61,0,MM
15,1,2,1.25,0.378,2.729,0.63,0,MM
15,2,2,6,0.731,1.157,0.65,1,MM
15,2,2,6,0.595,2.265,0.63,1,MM
15,2,2,6,0.513,1.926,0.61,1,MM
15,1,1,5.4,1.247,0.961,0.59,1,MM
15,1,2,6,0.579,1.442,0.61,0,MM
15,1,2,4.8,1.048,3.532,0.63,0,MM
15,1,1,6,1.431,2.766,0.65,1,MM
15,1,1,6,0.963,1.966,0.63,1,MM
15,1,1,6,1.181,2.594,0.61,1,MM
15,2,2,6,1.013,1.576,0.59,1,MM
15,2,2,6,0.746,1.511,0.57,1,MM
15,2,2,6,0.528,1.493,0.55,1,MM
15,2,2,6,0.981,1.277,0.53,1,MM
15,2,2,6,0.596,1.259,0.51,1,MM
15,2,2,4.4,0.612,1.245,0.49,1,MM
15,1,2,5.65,1.014,1.49,0.51,0,MM
15,2,2,3.5,0.865,0.794,0.53,1,MM
15,1,1,6,0.78,1.793,0.51,1,MM
15,1,2,1.35,1.899,1.277,0.53,0,MM
15,2,2,6,0.63,2.161,0.55,1,MM
15,1,2,1.45,1.616,1.09,0.57,0,MM
15,2,2,6,0.429,1.912,0.59,1,MM
15,1,1,6,1.297,1.277,0.57,1,MM
15,1,2,4.5,0.881,0.888,0.59,0,MM
15,1,1,6,0.746,1.595,0.61,1,MM
15,1,1,5.95,0.629,1.558,0.59,1,MM
15,1,2,6,1.198,1.945,0.61,0,MM
15,2,2,6,0.396,1.462,0.63,1,MM
15,1,1,5.25,0.813,1.946,0.61,1,MM
15,1,2,3.15,0.862,1.677,0.63,0,MM
15,2,2,5.25,0.513,1.808,0.65,1,MM
15,1,1,6,0.812,1.326,0.63,1,MM
15,1,1,6,0.746,1.744,0.61,1,MM
15,2,2,6,0.88,1.527,0.59,1,MM
15,1,2,1.05,1.314,1.973,0.61,0,MM
15,2,1,4.6,0.762,1.763,0.63,0,MM
15,1,1,6,0.83,2.532,0.65,1,MM
15,2,2,6,0.562,1.297,0.63,1,MM
15,1,2,1.05,1.164,1.044,0.65,0,MM
15,1,1,3.55,0.964,0.823,0.67,1,MM
15,2,2,3.5,0.646,0.71,0.65,1,MM
15,1,1,5.95,0.645,1.311,0.63,1,MM
15,1,1,4.05,0.831,1.414,0.61,1,MM
15,2,2,6,0.847,2.057,0.59,1,MM
15,1,1,4.05,1.147,2.797,0.57,1,MM
15,1,1,5.95,0.729,1.796,0.55,1,MM
15,2,2,3.45,1.181,0.857,0.53,1,MM
15,1,1,5.95,0.646,1.864,0.51,1,MM
15,2,1,2.85,1.548,1.297,0.53,0,MM
15,1,2,1,0.78,2.191,0.55,0,MM
15,1,1,3.5,1.548,0.693,0.57,1,MM
15,2,2,6,0.897,1.429,0.55,1,MM
15,1,1,6,1.248,1.696,0.53,1,MM
15,1,2,6,0.813,1.292,0.55,0,MM
15,1,2,6,0.629,1.558,0.57,0,MM
15,2,2,3.5,1.715,0.643,0.59,1,MM
15,2,2,6,1.464,1.426,0.57,1,MM
15,1,2,1.05,1.915,1.358,0.59,0,MM
15,2,2,1,1.967,2.633,0.61,1,MM
15,1,2,4.1,2,1.058,0.63,0,MM
15,1,1,6,0.947,1.942,0.65,1,MM
15,2,1,2.5,2,2.83,0.67,0,MM
15,1,1,1,1.072,10.099,0.69,1,MM
15,2,1,3.5,0.613,0.558,0.71,0,MM
15,1,1,6,0.813,1.891,0.73,1,MM
15,2,2,6,0.479,2.114,0.71,1,MM
15,1,1,3.5,1.432,0.905,0.69,1,MM
15,2,2,6,0.963,1.608,0.67,1,MM
15,1,1,5.4,0.713,1.123,0.65,1,MM
15,2,1,5.1,1.298,1.231,0.67,0,MM
15,2,1,3.9,1.749,1.492,0.69,0,MM
15,1,1,5.95,0.763,1.303,0.71,1,MM
15,1,2,4,1.197,1.414,0.73,0,MM
15,2,2,6,0.446,1.879,0.75,1,MM
15,1,1,6,0.595,1.477,0.73,1,MM
15,1,1,6,0.629,2.163,0.71,1,MM
15,2,2,6,0.412,1.563,0.69,1,MM
15,1,1,6,0.661,1.512,0.67,1,MM
15,2,2,4.85,0.696,1.28,0.65,1,MM
15,2,2,6,0.312,1.259,0.63,1,MM
15,2,2,6,0.38,1.573,0.61,1,MM
15,1,1,4,1.081,2.28,0.59,1,MM
15,2,2,6,0.462,2.212,0.57,1,MM
15,1,1,6,0.545,1.408,0.55,1,MM
15,1,1,6,0.863,1.467,0.53,1,MM
15,2,2,6,0.479,1.527,0.51,1,MM
15,1,1,6,0.812,2.713,0.49,1,MM
15,1,1,5.95,1.347,1.896,0.47,1,MM
15,1,1,4,1.096,1.543,0.45,1,MM
15,1,2,2,1.064,1.943,0.47,0,MM
15,2,2,5.35,0.913,1.761,0.49,1,MM
15,1,1,6,0.746,1.327,0.47,1,MM
15,2,2,5.95,0.463,1.762,0.45,1,MM
15,1,2,6,0.847,2.078,0.47,0,MM
15,2,2,5.95,0.43,1.653,0.49,1,MM
15,1,1,6,0.83,1.482,0.47,1,MM
15,2,2,6,0.881,1.294,0.45,1,MM
15,2,2,6,0.479,1.361,0.43,1,MM
15,1,1,4.55,0.879,1.712,0.41,1,MM
15,2,2,3.5,1.247,2.046,0.39,1,MM
15,1,2,5.95,0.645,1.327,0.41,0,MM
15,2,2,6,0.746,1.143,0.43,1,MM
15,1,2,3.5,1.23,0.864,0.45,0,MM
15,2,1,1.05,1.465,1.293,0.47,0,MM
15,1,2,6,0.645,1.295,0.49,0,MM
15,2,2,6,0.779,1.829,0.51,1,MM
15,2,2,6,0.612,1.459,0.49,1,MM
15,2,2,6,0.645,1.388,0.47,1,MM
15,2,2,6,0.78,2.029,0.45,1,MM
15,1,2,1.5,1.177,0.839,0.47,0,MM
15,1,1,5.95,0.829,1.51,0.49,1,MM
15,1,2,5.95,0.712,1.275,0.51,0,MM
15,1,2,6,0.696,1.631,0.53,0,MM
15,1,1,4,0.763,1.193,0.55,1,MM
15,2,2,6,0.697,1.327,0.53,1,MM
15,2,2,5.05,0.897,1.393,0.51,1,MM
15,1,2,1,1.564,1.042,0.53,0,MM
15,1,1,3.5,1.564,1.076,0.55,1,MM
15,2,2,6,0.797,1.845,0.53,1,MM
15,1,2,1,2,1.814,0.55,0,MM
15,1,1,4.6,0.645,3.111,0.57,1,MM
15,2,2,6,0.829,1.042,0.55,1,MM
15,1,2,6,0.68,2.182,0.57,0,MM
15,1,2,5.15,0.829,2.731,0.59,0,MM
15,1,2,4.15,0.947,1.29,0.61,0,MM
15,1,2,3.55,1.414,0.861,0.63,0,MM
15,1,1,3.55,1.363,0.624,0.65,1,MM
15,1,2,1,1.23,2.708,0.67,0,MM
15,2,2,6,0.446,1.927,0.69,1,MM
15,1,2,6,0.612,1.379,0.71,0,MM
15,2,2,6,0.596,1.611,0.73,1,MM
15,1,1,6,0.746,1.18,0.71,1,MM
15,2,2,6,1.181,1.541,0.69,1,MM
15,1,1,6,0.963,1.361,0.67,1,MM
15,2,2,6,1.297,1.66,0.65,1,MM
15,2,2,6,0.764,1.227,0.63,1,MM
22,1,1,6,0.796,2.818,0.81,1,MM
22,2,2,6,1.598,7.604,0.79,1,MM
22,2,2,6,2,2.583,0.77,1,MM
22,2,2,3.3,2,3.97,0.75,1,MM
22,2,2,6,1.28,1.539,0.73,1,MM
22,1,1,5.9,1.398,1.255,0.71,1,MM
22,2,2,6,0.88,1.56,0.69,1,MM
22,2,2,3.15,0.896,1.291,0.67,1,MM
22,2,2,3.3,1.849,1.629,0.65,1,MM
22,1,2,1.8,1.347,0.971,0.67,0,MM
22,2,2,4.5,1.08,1.741,0.69,1,MM
22,1,2,2.8,0.88,1.243,0.71,0,MM
22,2,2,6,0.595,1.289,0.73,1,MM
22,2,2,4.7,0.613,1.358,0.71,1,MM
22,1,1,3.75,1.865,2.126,0.69,1,MM
22,2,2,4.65,0.814,1.039,0.67,1,MM
22,1,2,2.35,0.781,0.84,0.69,0,MM
22,1,2,4.1,0.796,0.905,0.71,0,MM
22,2,2,4.75,0.73,0.958,0.73,1,MM
22,2,2,4.2,1.765,2.246,0.71,1,MM
22,1,1,4.55,0.796,0.939,0.69,1,MM
22,2,2,4.7,1.332,1.257,0.67,1,MM
22,2,2,2.5,2,1.847,0.65,1,MM
22,2,2,4.6,0.88,1.926,0.63,1,MM
22,2,2,4.8,0.663,0.873,0.61,1,MM
22,1,2,4.6,0.796,1.46,0.63,0,MM
22,2,2,5,0.478,1.06,0.65,1,MM
22,2,2,6,0.564,1.572,0.63,1,MM
22,2,2,6,0.546,0.923,0.61,1,MM
22,1,2,5.9,0.812,1.139,0.63,0,MM
22,2,2,6,0.563,1.409,0.65,1,MM
22,2,2,6,0.562,0.955,0.63,1,MM
22,1,1,3.15,1.948,1.257,0.61,1,MM
22,1,1,4.4,0.863,0.771,0.59,1,MM
22,1,2,4.2,0.712,1.322,0.61,0,MM
22,1,2,3.9,0.93,1.372,0.63,0,MM
22,2,2,5.1,0.495,1.325,0.65,1,MM
22,1,2,5.65,0.48,2.227,0.67,0,MM
22,1,1,6,0.529,2.411,0.69,1,MM
22,1,1,5.15,0.679,1.391,0.67,1,MM
22,1,2,4.7,0.696,1.142,0.69,0,MM
22,2,2,5.95,0.413,1.492,0.71,1,MM
22,1,1,5.85,0.679,1.189,0.69,1,MM
22,2,2,5.5,0.63,1.108,0.67,1,MM
22,1,1,5.55,0.846,1.108,0.65,1,MM
22,2,2,5.85,0.379,3.599,0.63,1,MM
22,1,2,5.9,0.528,0.755,0.65,0,MM
22,2,2,5.25,1.013,1.255,0.67,1,MM
22,2,2,4.7,0.597,1.004,0.65,1,MM
22,1,2,5.3,0.479,1.191,0.67,0,MM
22,2,2,4.3,1.164,1.322,0.69,1,MM
22,2,2,5.2,1.398,0.876,0.67,1,MM
22,2,2,3.85,1.348,1.209,0.65,1,MM
22,2,2,4.45,0.529,1.025,0.63,1,MM
22,2,2,1.15,1.599,1.053,0.61,1,MM
22,1,1,3.05,1.866,1.357,0.59,1,MM
22,1,2,4,0.946,1.441,0.61,0,MM
22,1,2,5.1,0.345,1.927,0.63,0,MM
22,2,2,5.1,0.529,1.107,0.65,1,MM
22,1,2,5.6,0.578,0.891,0.67,0,MM
22,2,2,5.1,0.529,1.292,0.69,1,MM
22,1,2,5.1,0.847,0.909,0.71,0,MM
22,1,2,4.9,0.796,0.891,0.73,0,MM
22,1,2,5.15,0.478,0.708,0.75,0,MM
22,1,2,5.85,0.595,1.155,0.77,0,MM
22,2,2,5.8,0.496,1.192,0.79,1,MM
22,2,2,5.9,0.412,1.205,0.77,1,MM
22,2,2,6,0.329,0.841,0.75,1,MM
22,1,1,5.75,0.58,0.873,0.73,1,MM
22,1,1,5.9,0.679,1.072,0.71,1,MM
22,2,2,5.8,0.412,0.958,0.69,1,MM
22,2,2,5.8,0.378,0.737,0.67,1,MM
22,1,2,5.1,0.58,0.807,0.69,0,MM
22,2,2,5.5,0.345,0.707,0.71,1,MM
22,1,2,5.2,0.478,0.754,0.73,0,MM
22,1,2,3.35,1.164,1.002,0.75,0,MM
22,1,1,5.9,0.562,0.923,0.77,1,MM
22,2,2,5.95,0.897,0.907,0.75,1,MM
22,1,1,6,0.578,0.939,0.73,1,MM
22,2,2,5.95,0.329,1.04,0.71,1,MM
22,2,2,6,0.261,0.605,0.69,1,MM
22,1,2,5.55,0.362,1.075,0.71,0,MM
22,2,2,4.05,1.213,1.393,0.73,1,MM
22,1,2,6,0.914,1.007,0.75,0,MM
22,1,1,5,0.814,0.992,0.77,1,MM
22,1,2,5,0.629,0.723,0.79,0,MM
22,1,1,4.9,0.878,0.691,0.81,1,MM
22,1,1,5.55,0.779,0.856,0.79,1,MM
22,1,2,4.7,0.695,0.585,0.81,0,MM
22,2,2,5.85,0.696,0.742,0.83,1,MM
22,1,2,3.15,2,2.06,0.85,0,MM
22,2,2,4.7,0.128,0.908,0.87,1,MM
22,1,1,5.3,0.411,0.724,0.85,1,MM
22,2,2,5,0.696,0.641,0.83,1,MM
22,2,2,4.9,0.363,0.906,0.81,1,MM
22,1,2,5.45,0.346,0.808,0.83,0,MM
22,2,2,5.15,0.445,0.773,0.85,1,MM
22,2,2,5.75,0.495,0.857,0.83,1,MM
22,2,2,5.35,0.412,1.059,0.81,1,MM
22,1,1,5.3,0.562,0.606,0.79,1,MM
22,2,2,5.75,0.244,1.104,0.77,1,MM
22,1,1,5.9,0.528,0.97,0.75,1,MM
22,1,1,6,0.595,1.191,0.73,1,MM
22,2,2,6,0.546,1.408,0.71,1,MM
22,1,1,5.95,0.463,1.241,0.69,1,MM
22,2,2,6,0.579,1.538,0.67,1,MM
22,2,2,6,0.83,1.175,0.65,1,MM
22,1,2,5.8,1.063,0.856,0.67,0,MM
22,2,1,2.7,0.429,0.957,0.69,0,MM
22,2,2,5.85,0.395,0.956,0.71,1,MM
22,1,1,5.9,1.264,1.425,0.69,1,MM
22,2,2,5.8,0.529,0.904,0.67,1,MM
22,2,2,5.95,0.647,0.97,0.65,1,MM
22,2,2,5.75,0.83,0.973,0.63,1,MM
22,2,2,5.95,0.98,1.326,0.61,1,MM
22,2,2,5.95,0.529,1.105,0.59,1,MM
22,1,2,2.9,1.163,0.823,0.61,0,MM
22,1,1,5.45,0.679,0.721,0.63,1,MM
22,1,2,2.5,1.782,1.241,0.65,0,MM
22,2,2,5.75,0.262,1.088,0.67,1,MM
22,2,2,4.95,0.647,0.653,0.65,1,MM
22,1,2,2.95,1.08,0.672,0.67,0,MM
22,2,2,5.7,1.063,0.808,0.69,1,MM
22,2,2,3.8,0.879,0.639,0.67,1,MM
22,1,2,3.8,0.83,0.906,0.69,0,MM
22,1,1,5.75,0.763,0.605,0.71,1,MM
22,2,1,3.15,0.814,0.755,0.73,0,MM
22,2,2,2.85,1.481,1.494,0.75,1,MM
22,2,2,5.6,0.646,0.956,0.73,1,MM
22,2,2,5.95,0.646,1.141,0.71,1,MM
22,1,1,5.95,0.596,1.171,0.69,1,MM
22,2,2,5.4,0.195,0.789,0.67,1,MM
22,2,1,2.55,0.913,0.724,0.69,0,MM
22,2,2,5.6,0.412,0.92,0.71,1,MM
22,1,1,5.4,0.796,0.857,0.69,1,MM
22,1,2,2.95,0.796,0.708,0.71,0,MM
22,2,2,5.5,0.847,0.903,0.73,1,MM
22,2,2,5.7,0.579,0.926,0.71,1,MM
22,2,2,4.1,0.814,0.72,0.69,1,MM
22,2,2,5.95,0.612,1.254,0.67,1,MM
22,1,1,4.5,1.146,0.671,0.65,1,MM
22,1,1,5,1.497,0.952,0.63,1,MM
22,2,2,4.9,0.848,0.774,0.61,1,MM
22,2,2,6,0.344,1.207,0.59,1,MM
22,2,2,5.85,0.395,0.806,0.57,1,MM
22,2,2,5.85,0.361,1.052,0.55,1,MM
22,2,2,5.85,0.563,0.835,0.53,1,MM
22,1,1,4.6,1.147,0.572,0.51,1,MM
22,1,2,4.4,1.046,1.022,0.53,0,MM
22,1,1,4.5,1.883,0.755,0.55,1,MM
22,1,2,4.5,0.362,1.142,0.57,0,MM
22,2,2,4.15,0.746,0.923,0.59,1,MM
22,1,1,4.5,1.146,1.058,0.57,1,MM
22,2,2,4.4,0.762,0.839,0.55,1,MM
22,2,1,4.5,1.615,0.539,0.57,0,MM
22,1,2,1.3,1.23,1.004,0.59,0,MM
22,2,1,4.1,1.348,1.219,0.61,0,MM
22,2,2,4.75,0.312,0.537,0.63,1,MM
22,2,2,5.6,0.295,0.921,0.61,1,MM
22,1,2,2.8,1.865,0.921,0.63,0,MM
22,1,1,5.25,0.529,0.636,0.65,1,MM
22,2,2,4.85,0.93,0.907,0.63,1,MM
22,1,1,6,0.696,1.106,0.61,1,MM
22,2,2,5.15,1.146,1.607,0.59,1,MM
22,2,2,6,0.546,1.625,0.57,1,MM
22,1,2,4.5,0.647,1.141,0.59,0,MM
22,1,2,4.8,0.88,0.739,0.61,0,MM
22,1,2,5.1,0.712,0.973,0.63,0,MM
22,2,2,4.75,0.563,0.787,0.65,1,MM
22,1,1,6,0.479,1.14,0.63,1,MM
22,2,2,6,0.145,2.178,0.61,1,MM
22,1,2,4.55,0.696,0.741,0.63,0,MM
22,2,2,4.45,0.68,0.637,0.65,1,MM
22,1,1,5.75,0.629,0.687,0.63,1,MM
22,1,2,1.45,1.363,1.44,0.65,0,MM
22,1,1,4.1,0.93,0.551,0.67,1,MM
22,2,2,5.9,0.211,1.207,0.65,1,MM
22,1,1,1.95,1.431,1.259,0.63,1,MM
22,1,2,3.05,0.745,0.702,0.65,0,MM
22,1,1,6,0.562,1.072,0.67,1,MM
22,1,1,5.95,0.896,0.958,0.65,1,MM
22,1,1,6,0.629,1.155,0.63,1,MM
22,1,1,4.6,1.315,0.692,0.61,1,MM
22,1,1,4.75,1.515,0.738,0.59,1,MM
22,1,1,4.95,0.763,0.822,0.57,1,MM
22,1,2,4.65,0.612,0.545,0.59,0,MM
22,1,1,4.95,0.98,0.642,0.61,1,MM
22,2,2,6,0.379,1.107,0.59,1,MM
22,1,1,5.95,0.579,1.236,0.57,1,MM
22,2,2,6,0.396,1.057,0.55,1,MM
22,2,2,5.05,0.445,0.738,0.53,1,MM
22,1,2,4.85,0.479,0.739,0.55,0,MM
22,1,1,6,0.629,0.57,0.57,1,MM
22,2,1,4.4,0.947,0.505,0.59,0,MM
22,1,2,2.8,0.512,0.501,0.61,0,MM
22,2,2,5,0.947,0.737,0.63,1,MM
22,1,1,5.95,0.763,0.74,0.61,1,MM
22,2,2,5.3,0.797,0.761,0.59,1,MM
22,1,1,5.4,1.164,1.358,0.57,1,MM
22,1,2,3.35,0.647,2.054,0.59,0,MM
22,2,2,5.45,0.479,0.855,0.61,1,MM
22,1,1,5.1,1.966,0.955,0.59,1,MM
22,2,2,5.25,0.63,0.673,0.57,1,MM
22,2,2,5.45,0.395,1.026,0.55,1,MM
22,1,2,1.75,2,1.475,0.57,0,MM
22,2,2,5.3,0.195,0.955,0.59,1,MM
22,1,1,5.4,0.68,0.986,0.57,1,MM
22,1,1,5.55,0.663,0.957,0.55,1,MM
22,2,2,5.9,0.646,3.312,0.53,1,MM
22,1,2,2.35,1.097,1.288,0.55,0,MM
22,2,2,5.05,1.932,0.856,0.57,1,MM
22,1,2,5.1,1.982,1.157,0.59,0,MM
22,1,1,5.4,1.915,0.991,0.61,1,MM
22,2,2,2.4,1.883,1.207,0.59,1,MM
22,1,1,4.85,0.712,0.723,0.57,1,MM
22,1,1,5.15,0.612,0.986,0.55,1,MM
22,1,2,5.3,0.663,0.757,0.57,0,MM
22,2,2,4.45,0.629,0.724,0.59,1,MM
22,1,2,2,1.247,0.924,0.61,0,MM
22,1,2,5.4,0.864,1.072,0.63,0,MM
22,2,1,5.15,0.897,0.741,0.65,0,MM
22,2,2,5.05,0.296,0.921,0.67,1,MM
22,1,1,4.95,1.615,0.69,0.65,1,MM
22,1,1,4.6,1.08,1.026,0.63,1,MM
22,2,2,4.85,0.245,0.907,0.61,1,MM
22,2,2,4.85,0.545,0.724,0.59,1,MM
22,1,1,5,1.965,1.141,0.57,1,MM
22,1,1,1.2,2,1.24,0.55,1,MM
22,2,2,5.05,0.329,1.071,0.53,1,MM
22,1,2,4.4,0.663,0.788,0.55,0,MM
22,2,2,4.65,0.83,0.868,0.57,1,MM
22,2,1,4.4,1.532,2.294,0.59,0,MM
22,1,2,2.25,1.866,1.391,0.61,0,MM
22,1,2,1.9,2,1.674,0.63,0,MM
22,1,1,4.6,0.846,1.576,0.65,1,MM
22,2,2,4.75,0.579,0.824,0.63,1,MM
22,2,2,2.95,0.713,1.425,0.61,1,MM
22,2,2,5.1,0.897,0.991,0.59,1,MM
22,1,2,4.05,0.662,0.788,0.61,0,MM
22,2,2,4.8,0.312,1.375,0.63,1,MM
22,1,1,5.15,1.38,1.107,0.61,1,MM
22,2,2,4.75,0.346,0.84,0.59,1,MM
22,2,2,4.95,0.295,0.923,0.57,1,MM
22,2,2,5.1,0.262,0.74,0.55,1,MM
22,2,2,5.3,1.298,0.673,0.53,1,MM
22,2,2,5.25,0.546,1.14,0.51,1,MM
22,1,2,4.1,1.23,1.609,0.53,0,MM
22,2,2,4.35,0.947,0.758,0.55,1,MM
22,2,2,4.4,0.579,0.723,0.53,1,MM
22,2,2,4.65,0.695,1.191,0.51,1,MM
22,1,1,4.8,0.529,0.522,0.49,1,MM
22,1,2,2.1,0.428,1.341,0.51,0,MM
22,2,2,2.9,1.381,0.857,0.53,1,MM
22,2,2,2.55,1.031,0.905,0.51,1,MM
22,1,2,2.65,0.663,0.871,0.53,0,MM
22,2,2,5.15,0.345,0.776,0.55,1,MM
22,1,1,4.2,1.398,0.74,0.53,1,MM
22,1,1,4.65,0.696,0.671,0.51,1,MM
22,2,2,6,0.295,1.024,0.49,1,MM
22,2,2,5.1,0.963,1.721,0.47,1,MM
22,2,2,5.2,0.964,0.84,0.45,1,MM
22,1,2,4.8,0.796,0.889,0.47,0,MM
22,1,2,1.35,2,1.241,0.49,0,MM
22,2,1,1.7,1.147,2.679,0.51,0,MM
22,1,1,2.7,1.533,1.088,0.53,1,MM
22,2,2,4.3,0.796,0.568,0.51,1,MM
22,1,2,4.45,0.478,1.31,0.53,0,MM
22,2,2,4.65,1.647,1.56,0.55,1,MM
22,1,1,4.6,0.596,1.157,0.53,1,MM
22,2,2,2.2,1.197,1.089,0.51,1,MM
22,2,2,5.5,0.68,0.608,0.49,1,MM
22,2,2,4.95,1.883,0.539,0.47,1,MM
22,1,1,5.95,0.713,1.507,0.45,1,MM
22,2,2,5.45,0.428,0.909,0.43,1,MM
22,1,2,5.3,0.345,0.856,0.45,0,MM
22,1,1,5.2,1.998,1.54,0.47,1,MM
22,1,1,5.35,0.896,1.088,0.45,1,MM
22,2,2,3.5,0.863,0.573,0.43,1,MM
22,2,2,2.6,2,1.795,0.41,1,MM
22,1,2,5.45,0.461,0.637,0.43,0,MM
22,1,1,5.9,0.613,0.921,0.45,1,MM
22,1,1,5.15,1.564,1.241,0.43,1,MM
22,1,2,4.65,0.429,0.94,0.45,0,MM
22,1,2,1.4,0.996,0.822,0.47,0,MM
22,1,2,2.1,2,1.358,0.49,0,MM
22,2,2,4.9,0.714,1.022,0.51,1,MM
22,1,2,2.5,0.661,0.74,0.53,0,MM
22,1,2,3.15,0.612,0.923,0.55,0,MM
22,2,2,6,0.579,1.024,0.57,1,MM
22,1,1,5.5,0.595,0.738,0.55,1,MM
22,2,2,6,0.763,0.791,0.53,1,MM
22,2,2,5.6,0.496,0.853,0.51,1,MM
22,1,2,3.8,0.779,0.807,0.53,0,MM
22,2,2,5.95,0.395,1.074,0.55,1,MM
22,2,2,2.3,0.696,0.808,0.53,1,MM
22,2,2,5.45,0.379,0.639,0.51,1,MM
22,1,2,5.3,0.579,0.655,0.53,0,MM
22,1,1,5.2,1.113,1.491,0.55,1,MM
22,2,2,5.55,0.762,0.624,0.53,1,MM
22,2,2,5.85,0.479,1.274,0.51,1,MM
22,2,2,2.75,1.37,2.345,0.77,1,MM
22,1,2,6,0.822,1.191,0.79,0,MM
22,1,1,3.4,0.996,1.456,0.81,1,MM
22,1,2,4,0.848,0.804,0.83,0,MM
22,1,1,6,0.608,1.817,0.85,1,MM
22,2,2,5.75,0.716,0.965,0.83,1,MM
22,2,2,5.9,0.354,1.152,0.81,1,MM
22,2,2,5.9,0.636,1.231,0.79,1,MM
22,1,1,6,1.355,1.325,0.77,1,MM
22,2,2,5.8,0.435,1.219,0.75,1,MM
22,1,1,5.6,0.634,0.899,0.73,1,MM
22,2,2,5.65,0.556,0.934,0.71,1,MM
22,2,2,5.85,0.394,1.364,0.69,1,MM
22,2,2,5.85,0.435,1.095,0.67,1,MM
22,1,1,5.95,0.529,1.471,0.65,1,MM
22,2,2,6,0.596,0.776,0.63,1,MM
22,1,2,5.85,0.528,0.726,0.65,0,MM
22,2,2,5.7,0.85,0.923,0.67,1,MM
22,1,2,5.9,0.795,1.149,0.69,0,MM
22,2,2,5.95,0.288,0.935,0.71,1,MM
22,2,2,5.85,0.288,0.842,0.69,1,MM
22,1,1,6,0.741,1.205,0.67,1,MM
22,2,2,5.95,0.395,0.696,0.65,1,MM
22,2,2,5.85,0.422,0.803,0.63,1,MM
22,2,2,5.9,0.341,0.779,0.61,1,MM
22,1,1,6,0.636,0.764,0.59,1,MM
22,2,2,5.9,0.382,1.217,0.57,1,MM
22,1,1,5.8,0.849,0.858,0.55,1,MM
22,1,1,5.9,0.568,1.456,0.53,1,MM
22,1,2,5.9,0.675,0.885,0.55,0,MM
22,1,1,5.5,1.674,1.045,0.57,1,MM
22,1,1,6,0.634,1.219,0.55,1,MM
22,1,2,5.6,1.863,0.697,0.57,0,MM
22,1,1,5.75,0.502,0.963,0.59,1,MM
22,2,2,6,0.168,0.951,0.57,1,MM
22,2,2,5.9,0.489,0.977,0.55,1,MM
22,2,2,6,0.516,0.976,0.53,1,MM
22,2,2,5.95,0.382,0.963,0.51,1,MM
