Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Accuracy,Condition
22,1,1,3.45,5.178,0.822,1,MM
22,1,2,2.5,1.547,0.655,0,MM
22,2,2,5.95,3.502,0.65,1,MM
22,2,1,3.05,3.287,0.559,0,MM
22,1,2,6,5.134,0.767,0,MM
22,2,2,6,2.611,2.482,1,MM
22,2,2,6,2.396,1.575,1,MM
22,2,2,6,3.824,1.789,1,MM
22,1,1,6,3.008,1.246,1,MM
22,2,2,6,1.601,1.675,1,MM
22,1,1,6,1.354,2.026,1,MM
22,2,2,6,1.557,1.452,1,MM
22,1,1,6,2.332,1.929,1,MM
22,1,1,1,3.631,2.006,1,MM
22,1,2,2.9,3.695,6.264,0,MM
22,2,2,5.35,1.536,1.28,1,MM
22,1,1,5.95,2.761,0.949,1,MM
22,2,2,1.55,3.803,1.981,1,MM
22,2,1,3.25,3.362,1.15,0,MM
22,2,2,6,1.181,1.306,1,MM
22,2,2,6,1.461,1.288,1,MM
22,2,2,6,2.825,1.125,1,MM
22,1,1,5.35,2.782,0.887,1,MM
22,1,2,2.5,1.429,2.075,0,MM
22,2,1,5.75,2.396,0.87,0,MM
22,2,1,6,2.9,1.28,0,MM
22,1,2,5.7,2.825,1.104,0,MM
22,2,2,6,1.73,1.204,1,MM
22,2,1,2.15,3.158,0.717,0,MM
22,2,1,3.2,3.975,0.994,0,MM
22,1,1,5.95,4.308,0.936,1,MM
22,1,1,3.4,2.739,1.225,1,MM
22,1,1,1.65,3.674,0.821,1,MM
22,1,1,2.55,3.696,0.75,1,MM
22,2,2,6,1.816,1.337,1,MM
22,2,2,5.9,2.363,1.185,1,MM
22,1,1,5.95,2.041,1.562,1,MM
22,2,2,2.4,4.415,0.785,1,MM
22,2,2,2.1,3.083,0.789,1,MM
22,2,1,2.5,4.554,1.114,0,MM
22,1,1,4.2,2.836,0.64,1,MM
22,1,1,4.35,3.405,1.002,1,MM
22,2,1,4.8,2.353,0.952,0,MM
22,2,1,3.85,3.545,0.743,0,MM
22,1,1,4,2.325,0.671,1,MM
22,1,2,4.2,3.653,0.64,0,MM
22,2,1,3.45,3.104,0.896,0,MM
22,2,2,6,1.439,1.663,1,MM
22,1,1,3.35,2.664,0.772,1,MM
22,1,2,3.25,4.608,0.645,0,MM
22,2,1,2.6,4.447,1.449,0,MM
22,1,1,2,4.104,1.053,1,MM
22,2,1,1.7,1.751,0.953,0,MM
22,2,2,1.85,3.728,0.642,1,MM
22,1,1,2.15,3.674,1.061,1,MM
22,1,1,5.95,3.373,2.177,1,MM
22,2,2,3.5,3.438,2.539,1,MM
22,2,2,4.1,4.307,1.122,1,MM
22,2,2,3,3.921,1.261,1,MM
22,1,1,5.95,6.241,4.333,1,MM
22,2,2,5.7,2.589,0.752,1,MM
22,2,2,6,1.912,1.198,1,MM
22,2,2,6,2.589,1.504,1,MM
22,1,1,6,1.644,1.468,1,MM
22,2,2,3.15,5.156,1.138,1,MM
22,1,1,6,1.761,1.001,1,MM
22,2,2,6,2.954,1.09,1,MM
22,2,2,6,2.17,0.973,1,MM
22,2,2,6,2.223,1.015,1,MM
22,2,2,6,2.052,1.292,1,MM
22,2,2,5.9,1.428,1.486,1,MM
22,1,1,6,1.89,1.409,1,MM
22,1,1,6,3.351,1.115,1,MM
22,2,2,5.95,2.009,1.22,1,MM
22,2,2,5.95,3.04,1.061,1,MM
22,2,2,5.95,2.621,1.04,1,MM
22,2,1,6,5.296,1.605,0,MM
22,2,2,6,2.267,0.861,1,MM
22,1,1,6,1.826,1.324,1,MM
22,2,1,3.05,3.201,0.92,0,MM
22,2,2,6,1.59,1.037,1,MM
22,1,1,6,2.299,1.716,1,MM
22,2,2,5.95,2.255,1.16,1,MM
22,1,1,6,1.6,1.004,1,MM
22,1,1,6,1.601,1.05,1,MM
22,2,2,5.95,1.665,1.327,1,MM
22,1,1,5.95,4.028,0.824,1,MM
22,2,2,5.95,1.976,1.386,1,MM
22,2,2,5.95,1.837,1.014,1,MM
22,2,2,6,2.062,1.59,1,MM
22,2,2,6,2.6,0.954,1,MM
22,1,1,1.85,3.04,0.905,1,MM
22,1,2,3.35,2.847,1.029,0,MM
22,1,1,5.9,2.535,0.976,1,MM
22,2,2,6,4.276,1.017,1,MM
22,1,1,5.75,3.244,0.789,1,MM
22,2,2,6,2.105,1.055,1,MM
22,1,1,3.1,3.942,0.765,1,MM
22,1,1,6,2.75,1.067,1,MM
22,1,1,6,2.857,1.604,1,MM
22,2,2,6,2.16,1.567,1,MM
22,1,1,6,1.955,1.191,1,MM
22,1,2,6,5.769,1.306,0,MM
22,1,1,5.95,2.717,0.98,1,MM
22,2,2,6,2.234,1.131,1,MM
22,1,1,1.1,4.963,1.609,1,MM
22,1,1,6,2.803,0.932,1,MM
22,1,1,1.25,3.953,1.197,1,MM
22,1,1,6,1.73,1.375,1,MM
22,2,2,6,1.654,1.015,1,MM
22,1,1,5.95,2.589,1.066,1,MM
22,1,1,1.05,3.491,1.471,1,MM
22,1,1,6,3.438,0.7,1,MM
22,2,2,6,2.814,1.002,1,MM
22,1,1,5.95,1.612,0.956,1,MM
22,2,1,1.9,2.524,0.901,0,MM
22,1,1,5.95,1.343,0.979,1,MM
22,2,2,6,3.072,0.866,1,MM
22,1,1,6,2.342,1.094,1,MM
22,1,1,6,1.439,1.092,1,MM
22,1,1,6,1.257,0.901,1,MM
22,2,2,1.5,2.449,1.222,1,MM
22,1,1,6,4.898,0.75,1,MM
22,2,1,2.45,3.663,1.135,0,MM
22,1,1,6,2.116,0.846,1,MM
22,1,1,6,1.547,0.829,1,MM
22,1,1,6,1.289,0.965,1,MM
22,2,2,5.95,5.352,0.716,1,MM
22,1,1,2.5,3.846,0.973,1,MM
22,2,2,5.95,1.687,0.775,1,MM
22,2,2,1.75,4.007,1.16,1,MM
22,1,1,5.95,1.493,0.758,1,MM
22,2,2,5.95,2.159,0.941,1,MM
22,2,2,6,2.116,0.975,1,MM
22,2,2,6,1.375,1.017,1,MM
22,1,1,1.3,2.18,0.778,1,MM
22,2,1,2.2,1.729,1.021,0,MM
22,2,2,6,2.062,1.123,1,MM
22,1,1,6,2.793,0.971,1,MM
22,2,1,3,3.749,0.882,0,MM
22,1,1,6,1.719,0.78,1,MM
22,2,2,6,1.999,1.085,1,MM
22,1,1,6,3.008,0.843,1,MM
22,2,2,2.35,2.03,1.529,1,MM
22,2,1,6,1.45,1.132,0,MM
22,2,1,1.95,2.653,0.972,0,MM
22,2,2,5.95,2.03,0.752,1,MM
22,1,1,6,2.137,1.212,1,MM
22,2,2,6,2.267,1.237,1,MM
22,2,2,6,2.901,1.036,1,MM
22,2,2,6,2.213,0.791,1,MM
22,1,1,6,2.943,0.77,1,MM
22,1,1,6,1.289,1.128,1,MM
22,1,1,5.85,1.869,0.732,1,MM
22,2,2,5.95,1.794,0.824,1,MM
22,1,1,1.6,5.876,1.047,1,MM
22,1,1,6,3.394,0.984,1,MM
22,2,2,1.75,3.266,1.292,1,MM
22,1,1,1.3,3.169,0.674,1,MM
22,1,1,1.4,3.308,1.028,1,MM
22,2,1,1,5.135,1.44,0,MM
22,2,2,1,3.911,1.466,1,MM
22,2,1,1,1.558,1.089,0,MM
22,1,1,1,1.6,0.852,1,MM
22,1,1,1,1.429,0.986,1,MM
22,2,2,6,1.407,0.682,1,MM
22,1,1,5.95,1.772,1.926,1,MM
22,1,1,1,1.805,1.524,1,MM
22,1,1,1.05,1.687,0.995,1,MM
22,1,1,1,1.386,7.386,1,MM
22,2,1,1,2.288,1.292,0,MM
22,2,1,1,1.074,1.229,0,MM
22,2,1,1,1.364,0.998,0,MM
22,2,1,1,2.31,1.317,0,MM
22,2,1,1,0.817,1.594,0,MM
22,2,1,1,1.794,0.819,0,MM
22,2,1,1,1.407,1.481,0,MM
22,2,1,1,1.74,1.475,0,MM
22,2,1,1,0.978,1.281,0,MM
22,1,1,1,3.738,1.015,1,MM
22,1,1,1,1.515,1.129,1,MM
22,1,1,5.95,3.931,0.927,1,MM
22,2,2,6,2.063,0.765,1,MM
22,1,1,6,2.729,1.179,1,MM
22,2,1,1.05,2.804,0.881,0,MM
22,2,1,1.05,1.235,1.05,0,MM
22,2,1,1,1.364,0.927,0,MM
22,2,1,1,1.139,1.017,0,MM
22,1,1,6,3.749,1.096,1,MM
22,2,2,5.95,2.6,0.66,1,MM
22,1,1,1.05,3.008,0.868,1,MM
22,2,2,1,3.824,0.995,1,MM
22,2,1,1.05,3.191,1.412,0,MM
22,2,2,1.05,3.362,0.828,1,MM
22,1,1,1,2.073,0.865,1,MM
22,2,1,1.1,2.588,2.494,0,MM
22,1,1,6,4.232,0.987,1,MM
22,2,1,1,1.687,1.092,0,MM
22,2,1,1.05,1.504,0.667,0,MM
22,2,1,1,0.978,0.835,0,MM
22,1,1,1,2.021,1.186,1,MM
22,1,1,1,1.354,1.061,1,MM
22,2,2,1.05,2.525,0.969,1,MM
22,2,2,1,2.997,1.397,1,MM
22,1,1,1,1.805,1.264,1,MM
28,1,1,3.65,4.512,5.289,1,MM
28,1,2,3.55,4.006,2.316,0,MM
28,1,1,2.85,1.783,1.404,1,MM
28,1,1,3.65,1.826,1.554,1,MM
28,1,2,3.05,5.306,2.032,0,MM
28,1,2,3.75,3.534,2.321,0,MM
28,2,1,2.35,1.311,1.407,0,MM
28,2,2,3.75,3.244,1.64,1,MM
28,1,2,4.05,2.976,1.879,0,MM
28,1,1,2.3,0.634,1.383,1,MM
28,1,2,3.7,1.912,1.43,0,MM
28,1,2,3.3,1.536,1.371,0,MM
28,1,1,3.75,3.577,1.593,1,MM
28,1,2,2.6,1.988,1.099,0,MM
28,2,2,4.75,1.235,0.82,1,MM
28,1,1,4.15,2.675,1.238,1,MM
28,1,1,4.1,1.504,2.201,1,MM
28,1,2,3.85,3.018,0.792,0,MM
28,2,2,4,1.558,1.156,1,MM
28,2,1,2.1,2.986,0.97,0,MM
28,2,1,1.75,1.665,1.062,0,MM
28,2,1,3.75,3.706,1.038,0,MM
28,2,2,3.65,5.135,0.718,1,MM
28,2,1,2.15,1.354,1.229,0,MM
28,2,2,4.15,3.062,0.782,1,MM
28,2,1,1.9,1.439,0.765,0,MM
28,1,1,2.15,1.622,0.744,1,MM
28,1,1,3.75,1.075,1.235,1,MM
28,2,2,2.4,2.019,1.042,1,MM
28,1,2,3.8,2.6,1.065,0,MM
28,1,2,2.4,1.579,1.064,0,MM
28,2,2,1.95,1.719,1.423,1,MM
28,2,1,2.2,2.728,0.797,0,MM
28,1,2,4.3,1.375,1.15,0,MM
28,2,1,2,13.439,1.722,0,MM
28,1,2,2.2,3.244,0.864,0,MM
28,2,1,4.1,0.698,0.832,0,MM
28,1,1,2,3.491,1.458,1,MM
28,1,1,2.35,1.719,1.65,1,MM
28,1,2,3.75,1.88,1.278,0,MM
28,2,1,2.25,1.171,1.232,0,MM
28,2,2,2.25,1.397,1.223,1,MM
28,1,1,3.8,2.685,1.029,1,MM
28,2,2,3.9,1.676,1.043,1,MM
28,2,2,4.1,1.772,1.593,1,MM
28,1,2,2.5,3.696,1.007,0,MM
28,2,1,2.55,1.45,1.227,0,MM
28,2,1,4.8,4.372,0.915,0,MM
28,2,1,4.95,2.836,0.68,0,MM
28,2,2,2.35,2.847,1.057,1,MM
28,2,1,4.2,3.116,1.781,0,MM
28,1,1,4.3,1.569,0.956,1,MM
28,2,2,4.25,2.954,0.908,1,MM
28,1,1,1.85,2.578,1.086,1,MM
28,1,1,4.9,3.469,0.687,1,MM
28,2,2,4.45,2.074,0.574,1,MM
28,1,1,4.45,0.977,0.875,1,MM
28,2,2,4.7,1.59,1.216,1,MM
28,1,1,4.6,2.105,0.72,1,MM
28,1,1,4.45,0.892,1.003,1,MM
28,2,2,4.55,1.353,0.976,1,MM
28,1,1,4.55,2.61,1.129,1,MM
28,1,1,4.15,1.128,0.906,1,MM
28,2,2,4.55,1.246,1.119,1,MM
28,2,2,4.55,2.653,0.846,1,MM
28,2,2,4.2,1.342,1.035,1,MM
28,1,2,2.3,4.104,1,0,MM
28,1,1,4.8,3.416,1.087,1,MM
28,2,2,4.85,1.321,0.674,1,MM
28,1,1,4.9,2.396,1.044,1,MM
28,1,1,5.35,0.752,0.765,1,MM
28,2,2,5.65,5.768,0.64,1,MM
28,1,1,5.35,2.685,0.85,1,MM
28,2,2,5.1,1.193,0.586,1,MM
28,1,1,5.15,1.353,0.755,1,MM
28,1,1,4.75,2.707,0.585,1,MM
28,2,2,5.25,1.299,0.762,1,MM
28,2,2,4.95,2.492,0.882,1,MM
28,2,1,1.6,3.008,1.061,0,MM
28,1,2,1.5,1.998,1.03,0,MM
28,1,1,5.1,1.654,1.03,1,MM
28,1,1,4.7,1.418,0.983,1,MM
28,2,2,2.2,2.084,0.75,1,MM
28,2,2,5.5,2.008,0.828,1,MM
28,2,1,2.6,5.221,0.763,0,MM
28,1,1,4.85,4.962,0.881,1,MM
28,1,1,1.95,1.3,0.919,1,MM
28,2,2,4.55,1.547,0.818,1,MM
28,2,2,4.2,2.395,0.613,1,MM
28,1,1,1.8,2.149,1.158,1,MM
28,2,1,4.6,1.858,0.861,0,MM
28,1,2,4.05,1.805,1.358,0,MM
28,2,2,1.65,1.955,0.857,1,MM
28,1,1,5.2,2.729,0.892,1,MM
28,2,1,1.7,2.073,0.931,0,MM
28,1,2,1.85,1.16,1.097,0,MM
28,1,1,4.85,2.632,0.651,1,MM
28,1,1,4.65,1.719,0.763,1,MM
28,2,2,4.4,1.987,1.003,1,MM
28,1,1,1.75,1.235,0.801,1,MM
28,2,2,4.2,3.029,0.809,1,MM
28,2,2,5,1.203,0.976,1,MM
28,2,2,4.85,1.611,1.095,1,MM
28,2,1,2.1,2.535,0.767,0,MM
28,1,2,4.3,2.696,0.776,0,MM
28,1,1,5.35,1.665,0.757,1,MM
28,2,2,2,1.729,0.708,1,MM
28,2,2,5.4,1.354,0.755,1,MM
28,1,1,5.1,0.978,0.855,1,MM
28,2,2,5.1,2.202,0.801,1,MM
28,2,2,5.15,1.063,0.811,1,MM
28,1,1,2.2,3.416,0.742,1,MM
28,1,1,2.55,2.998,0.748,1,MM
28,1,1,5.4,0.816,1.054,1,MM
28,2,2,5.45,1.278,0.809,1,MM
28,2,1,1.55,1.708,1.48,0,MM
28,2,2,5.5,2.332,0.733,1,MM
28,1,2,5.85,2.664,0.914,0,MM
28,2,2,2.1,6.456,0.474,1,MM
28,2,2,5.1,1.268,0.915,1,MM
28,1,1,5.1,1.17,0.621,1,MM
28,2,2,5,1.193,0.956,1,MM
28,2,2,5.2,1.579,0.865,1,MM
28,2,1,4.8,1.407,0.68,0,MM
28,1,1,5.05,3.47,0.826,1,MM
28,2,1,2.4,1.311,0.657,0,MM
28,1,1,5.5,2.492,0.585,1,MM
28,1,2,5.05,2.739,0.65,0,MM
28,1,1,5.15,3.33,0.767,1,MM
28,1,2,1.5,1.999,0.999,0,MM
28,1,1,5.7,4.179,0.8,1,MM
28,1,1,5.75,0.988,0.858,1,MM
28,1,1,5.25,0.913,0.77,1,MM
28,2,1,1.65,3.277,1.094,0,MM
28,2,1,5.55,3.137,0.791,0,MM
28,1,1,2.15,1.718,0.585,1,MM
28,1,1,5.8,2.47,0.895,1,MM
28,1,2,5.45,2.406,1.005,0,MM
28,2,2,2.1,1.675,1.032,1,MM
28,2,2,5.3,1.289,0.769,1,MM
28,1,1,5.3,1.235,0.629,1,MM
28,2,2,5.65,1.772,0.857,1,MM
28,1,1,5.05,1.611,0.56,1,MM
28,1,1,5.45,1.73,0.767,1,MM
28,2,1,1.95,2.213,0.97,0,MM
28,2,2,4.9,6.435,0.655,1,MM
28,1,1,4.95,1.332,0.619,1,MM
28,2,2,2.75,4.178,0.572,1,MM
28,2,2,5.4,1.289,0.708,1,MM
28,1,1,5.1,2.847,0.823,1,MM
28,1,1,5.65,2.17,1.162,1,MM
28,1,1,5.85,0.881,0.907,1,MM
28,1,1,5.8,0.805,1.102,1,MM
28,1,1,5.4,0.623,0.807,1,MM
28,1,1,5.4,0.656,0.713,1,MM
28,2,2,5.8,1.074,0.937,1,MM
28,2,2,5.7,1.02,0.705,1,MM
28,2,2,5.6,1.665,0.653,1,MM
28,2,2,5.65,1.053,0.618,1,MM
28,2,2,1.7,3.147,0.761,1,MM
28,1,1,5.6,0.967,0.941,1,MM
28,1,2,5.4,3.77,0.682,0,MM
28,1,1,1.95,3.684,0.799,1,MM
28,1,1,2.35,2.75,0.888,1,MM
28,1,2,2.55,2.976,0.639,0,MM
28,2,1,1.95,9.292,0.725,0,MM
28,2,2,2.05,3.33,0.827,1,MM
28,2,2,5.55,1.794,0.708,1,MM
28,2,2,5.9,1.858,0.561,1,MM
28,1,1,5.7,0.999,0.792,1,MM
28,1,2,2,5.844,0.689,0,MM
28,1,1,5.6,0.881,0.714,1,MM
28,2,2,5.55,1.343,0.883,1,MM
28,1,1,5.5,1.106,0.819,1,MM
28,1,1,5.55,2.106,0.676,1,MM
28,1,1,5.6,0.849,1.295,1,MM
28,1,1,2.1,2.868,0.998,1,MM
28,1,1,5.7,0.956,0.644,1,MM
28,1,1,5.4,0.859,1.168,1,MM
28,1,1,2.1,2.116,0.863,1,MM
28,1,1,5.3,3.137,1.543,1,MM
28,1,1,5.55,4.319,0.896,1,MM
28,2,2,5.45,1.289,0.856,1,MM
28,2,2,5.4,1.332,0.938,1,MM
28,1,1,1.95,1.494,1.032,1,MM
28,1,1,5.5,1.074,0.644,1,MM
28,1,1,1.65,4.458,0.74,1,MM
28,1,1,5.5,2.729,0.739,1,MM
28,1,1,5,1.44,0.908,1,MM
28,2,2,5.2,1.375,1.074,1,MM
28,2,2,5,1.762,1.018,1,MM
28,1,1,1.8,2.384,3.4,1,MM
28,1,1,5.5,1.224,0.881,1,MM
28,1,1,1.4,4.254,0.911,1,MM
28,2,2,5.35,1.461,0.766,1,MM
28,2,2,5.15,2.814,1.556,1,MM
28,2,2,4.95,2.857,0.791,1,MM
28,2,2,2.5,2.02,0.95,1,MM
28,1,2,5.15,3.094,1.034,0,MM
28,2,1,1.75,2.062,0.983,0,MM
28,1,1,6,2.933,2.176,1,MM
28,2,2,5.9,2.063,1.096,1,MM
28,1,2,3,2.525,1.028,0,MM
28,2,1,5,1.74,0.964,0,MM
28,2,2,4.9,1.547,1.141,1,MM
28,2,1,4.1,1.45,1.082,0,MM
28,2,2,4.9,1.525,1.254,1,MM
28,2,2,2.55,3.201,1.012,1,MM
28,1,2,5.1,1.922,1.027,0,MM
28,2,2,5.05,1.149,0.855,1,MM
28,1,1,5.1,1.901,0.751,1,MM
28,1,1,1.6,2.751,1.141,1,MM
28,2,2,5.3,1.085,1.244,1,MM
28,1,2,4.2,3.029,0.821,0,MM
28,2,2,4.25,1.235,1.041,1,MM
28,2,2,4.95,0.999,0.814,1,MM
28,1,2,5.4,2.148,0.878,0,MM
28,2,1,1.25,1.236,1.264,0,MM
28,2,2,5.55,2.256,0.767,1,MM
28,1,1,5.6,1.966,0.806,1,MM
28,1,1,5.35,0.859,0.758,1,MM
28,2,2,5.65,0.999,1.111,1,MM
28,1,1,5.6,0.838,0.837,1,MM
28,1,1,4.75,1.665,1.055,1,MM
28,1,1,5.05,0.881,0.962,1,MM
28,1,2,2.6,1.89,1.693,0,MM
28,2,2,4.9,1.267,0.666,1,MM
28,1,1,5.15,1.021,0.947,1,MM
28,2,2,4.9,1.031,0.632,1,MM
28,2,2,4.8,1.085,0.55,1,MM
28,1,1,4.9,1.052,0.682,1,MM
28,2,2,5.05,1.117,1.071,1,MM
28,1,1,5.4,1.643,0.794,1,MM
28,1,1,5.4,1.257,0.559,1,MM
28,2,1,1.85,5.382,0.611,0,MM
28,2,2,5.15,1.321,0.756,1,MM
28,1,1,5.15,2.213,0.86,1,MM
28,1,1,5.2,1.16,1.176,1,MM
28,2,2,5.3,2.869,0.664,1,MM
28,2,2,2.6,3.136,0.628,1,MM
28,2,1,2.35,1.826,0.825,0,MM
28,2,2,5.45,1.128,0.887,1,MM
28,1,2,5.2,2.041,0.881,0,MM
28,2,2,5.4,3.469,0.848,1,MM
28,2,2,5.35,1.353,0.827,1,MM
28,2,1,1.5,6.22,0.891,0,MM
28,1,2,5.45,1.891,0.873,0,MM
28,2,2,4.95,2.589,0.749,1,MM
28,2,1,2,2.826,1.096,0,MM
28,1,1,5.65,0.902,1.129,1,MM
28,2,2,5.7,1.88,0.93,1,MM
28,1,1,1.2,3.147,1.043,1,MM
28,1,1,1.35,4.029,0.69,1,MM
28,2,2,5.85,0.924,0.963,1,MM
28,2,2,5.8,2.406,0.877,1,MM
28,1,1,1.3,3.341,0.783,1,MM
28,1,2,1.6,9.023,0.779,0,MM
28,1,1,5.8,3.491,1.151,1,MM
28,2,1,1.5,3.652,0.981,0,MM
28,2,2,5.75,1.407,0.999,1,MM
28,1,1,5.7,1.643,0.776,1,MM
28,2,2,1.7,6.338,0.662,1,MM
28,1,1,5.65,1.289,0.841,1,MM
28,2,2,5.75,1.3,0.603,1,MM
28,1,1,5.6,1.289,0.77,1,MM
28,1,1,5.6,2.89,0.811,1,MM
28,1,1,5.65,1.268,0.698,1,MM
28,1,1,5.65,1.074,0.646,1,MM
28,1,1,5.35,1.472,1.081,1,MM
28,1,1,5.55,1.428,1.125,1,MM
28,2,2,5.45,1.29,0.633,1,MM
28,2,2,5.6,2.342,0.908,1,MM
28,2,2,5.6,1.322,1.082,1,MM
28,2,2,5.6,1.225,0.613,1,MM
28,2,2,5.75,0.945,0.737,1,MM
28,2,2,5.65,1.504,0.898,1,MM
28,1,1,5.5,1.494,0.738,1,MM
28,2,2,5.15,1.106,0.925,1,MM
28,1,1,5.45,0.859,0.574,1,MM
28,1,1,5.8,1.536,0.701,1,MM
28,1,1,5.6,0.699,0.796,1,MM
28,2,2,1.25,3.298,1.028,1,MM
28,2,2,5.9,3.867,0.608,1,MM
28,1,1,5.7,1.967,1.04,1,MM
28,2,2,5.65,1.557,0.697,1,MM
28,1,1,5.5,1.279,0.684,1,MM
28,1,1,5.6,1.988,0.811,1,MM
28,1,1,5.8,0.795,0.527,1,MM
28,2,2,1.75,3.965,0.753,1,MM
28,1,1,1.75,5.424,0.706,1,MM
28,1,1,5.75,2.492,0.779,1,MM
28,1,1,5.65,1.472,0.86,1,MM
28,1,1,5.9,0.569,0.731,1,MM
28,1,1,5.9,0.881,0.885,1,MM
28,2,2,5.6,0.999,1.035,1,MM
28,2,1,1.15,8.991,0.843,0,MM
28,1,1,5.95,1.537,1.035,1,MM
28,2,2,5.85,1.976,0.947,1,MM
28,1,1,5.8,1.525,1.032,1,MM
28,2,2,5.85,2.052,0.981,1,MM
28,2,2,5.5,2.438,0.587,1,MM
28,2,1,5.3,1.031,0.862,0,MM
28,1,1,5.25,0.87,0.637,1,MM
28,2,2,1.35,1.88,0.974,1,MM
28,1,2,1.4,4.415,0.572,0,MM
28,2,2,5.7,1.418,0.66,1,MM
28,2,2,5.8,1.3,0.714,1,MM
28,1,2,1.3,2.148,1.43,0,MM
28,2,2,5.45,1.171,1.109,1,MM
28,2,1,1.7,2.815,0.795,0,MM
28,1,1,5.8,0.687,0.916,1,MM
28,2,2,5.6,0.913,0.757,1,MM
28,2,2,5.8,1.031,0.861,1,MM
28,1,1,1.75,2.019,0.842,1,MM
28,1,1,1.45,1.59,0.752,1,MM
28,1,2,1.8,1.461,1.573,0,MM
28,1,1,5.7,0.709,0.835,1,MM
28,2,1,5.5,0.806,0.598,0,MM
28,2,2,2.05,2.943,1.121,1,MM
28,1,1,5.75,0.86,0.832,1,MM
28,2,1,1.25,0.709,1.106,0,MM
28,1,1,1.9,5.285,2.747,1,MM
28,2,1,4.25,5.479,0.953,0,MM
28,2,2,5.25,1.225,0.88,1,MM
28,2,2,1.75,3.288,0.826,1,MM
28,2,2,5.6,1.31,0.743,1,MM
28,2,2,5.55,2.052,0.7,1,MM
28,1,1,5,4.082,1.056,1,MM
28,1,1,4.75,1.375,0.649,1,MM
28,2,2,1.4,4.867,0.756,1,MM
28,1,1,5.05,2.976,0.824,1,MM
28,2,1,1.9,8.272,0.614,0,MM
28,1,2,4.7,2.847,0.971,0,MM
28,1,2,1.7,3.201,0.742,0,MM
28,2,1,1.7,6.059,0.76,0,MM
28,2,2,1.75,6.069,1.026,1,MM
28,1,2,5.7,1.429,0.675,0,MM
28,1,1,1.3,1.869,0.891,1,MM
28,2,2,5.6,1.815,0.916,1,MM
28,2,2,1.4,3.642,0.846,1,MM
28,2,1,1.65,2.965,0.609,0,MM
28,1,1,1.6,6.499,0.554,1,MM
28,2,1,2.2,3.91,0.851,0,MM
28,2,2,5.3,1.354,0.806,1,MM
28,2,2,5,1.289,0.936,1,MM
28,1,1,2.25,3.9,0.784,1,MM
28,1,2,1.85,2.739,0.79,0,MM
28,1,1,5,3.459,0.678,1,MM
28,2,2,1.4,2.341,0.86,1,MM
28,1,1,3.9,4.576,1.29,1,MM
28,1,1,1.5,2.75,0.634,1,MM
28,2,2,5.6,1.289,0.563,1,MM
28,2,2,5.55,1.59,0.757,1,MM
28,2,2,5.5,0.999,0.72,1,MM
28,1,1,5.6,0.72,0.752,1,MM
28,1,1,5.1,2.094,0.66,1,MM
28,1,1,1.8,4.178,0.871,1,MM
28,1,1,1.55,2.675,0.668,1,MM
28,1,1,5.35,2.997,0.878,1,MM
28,1,1,5.55,1.751,0.619,1,MM
28,2,2,5.45,1.064,0.676,1,MM
28,1,1,1.9,2.771,1.039,1,MM
28,2,2,5.75,1.429,0.78,1,MM
28,2,2,5.55,2.557,0.618,1,MM
28,2,2,1.35,6.123,0.754,1,MM
28,1,1,5.55,2.009,0.829,1,MM
28,1,1,5.65,1.397,0.704,1,MM
28,1,2,2.15,3.642,0.683,0,MM
28,2,1,2.4,3.856,0.47,0,MM
28,2,2,5.55,1.751,0.951,1,MM
28,2,2,1.9,3.91,0.875,1,MM
28,1,2,5.5,2.922,0.708,0,MM
28,1,2,5.45,1.966,0.809,0,MM
28,1,1,5.5,0.73,0.895,1,MM
28,1,2,1.35,2.631,0.731,0,MM
28,1,1,5.5,1.514,0.996,1,MM
28,2,2,5.5,2.019,0.575,1,MM
28,1,1,5.7,2.041,0.661,1,MM
28,1,1,2.4,0.794,9.977,1,MM
28,1,1,4.15,3.91,0.988,1,MM
28,1,1,4.35,1.58,1.288,1,MM
28,2,2,6,1.095,0.823,1,MM
28,2,1,5.15,3.62,0.712,0,MM
28,2,2,1.8,3.093,0.974,1,MM
28,2,1,5.65,1.59,0.662,0,MM
28,1,1,2.15,3.803,0.769,1,MM
28,1,1,4.8,2.245,0.556,1,MM
28,2,2,5.3,1.697,0.662,1,MM
28,2,1,3.6,3.684,1.017,0,MM
28,2,2,1.3,1.912,1.221,1,MM
28,2,2,5.6,1.418,0.815,1,MM
28,2,2,5.7,1.246,0.957,1,MM
28,1,1,5.85,2.417,0.808,1,MM
28,1,1,5.5,2.396,0.719,1,MM
28,2,2,5.05,1.375,0.675,1,MM
28,2,2,5.65,1.194,0.716,1,MM
28,2,2,5.7,1.096,0.857,1,MM
28,1,1,5.7,1.289,1.055,1,MM
28,1,2,4.9,3.523,1.055,0,MM
28,2,2,4.9,1.149,0.718,1,MM
29,2,1,3.5,6.843,7.779,0,MM
29,1,2,2.7,17.112,2.412,0,MM
29,1,1,2.75,4.695,2.296,1,MM
29,2,2,3.9,2.503,2.224,1,MM
29,1,1,2.2,3.094,1.551,1,MM
29,1,1,1.85,4.887,1.384,1,MM
29,2,2,4.5,2.342,1.959,1,MM
29,2,1,2.95,6.327,4.638,0,MM
29,2,2,5.8,2.342,4.489,1,MM
29,2,2,5.8,1.988,8.27,1,MM
29,2,1,2.2,15.565,2.108,0,MM
29,1,1,1.2,3.609,4.57,1,MM
