"","Subj_idx","Stimulus","Response","Confidence","RT_dec","RT_conf","Difficulty","Task"
"342",1,1,1,3,0.730990561998624,0.470140400997479,30,"visual"
"343",1,1,2,1,2.26549126800091,1.25342072300555,35,"visual"
"344",1,2,2,2,2.42760921100125,0.853482882004755,35,"visual"
"345",1,2,2,4,0.74146286299947,0.334418059996096,30,"visual"
"346",1,2,2,4,0.559417968004709,0.416342429001816,30,"visual"
"347",1,2,1,1,1.35328009400109,0.398205580000649,35,"visual"
"348",1,2,2,4,0.422919194999849,0.339467245001288,35,"visual"
"349",1,1,1,3,0.962476706001326,0.555490756996733,30,"visual"
"350",1,2,2,2,1.38021953399584,1.09900316799758,30,"visual"
"351",1,2,2,2,0.82732272100111,1.3737948459966,25,"visual"
"352",1,1,1,3,0.520459724997636,0.639360291999765,25,"visual"
"353",1,1,1,3,1.76249088199984,2.21068994000234,20,"visual"
"354",1,1,1,1,1.34469867000007,0.811982085004274,20,"visual"
"355",1,2,2,1,1.47647210599825,0.581715047002945,15,"visual"
"356",1,2,1,2,0.945960937002383,0.835347730004287,20,"visual"
"357",1,1,2,1,1.89837002199783,0.71849760600162,25,"visual"
"358",1,2,1,3,0.66936088699731,0.307201310999517,30,"visual"
"359",1,1,1,3,0.769789500001934,0.80121874800534,30,"visual"
"360",1,2,1,1,1.76994556700083,1.24389492300543,35,"visual"
"361",1,1,1,4,0.649001331003092,0.721546972999931,35,"visual"
"362",1,1,2,2,1.78652546099329,0.867953953995311,40,"visual"
"363",1,2,2,3,0.738619376003044,0.360410583001794,40,"visual"
"364",1,2,2,4,1.78505097900052,0.26232381400041,35,"visual"
"365",1,1,1,2,0.807530789003067,1.13119393599482,35,"visual"
"366",1,1,1,3,1.04659958700358,1.50903522299632,30,"visual"
"367",1,1,1,4,0.684012415003963,0.748601635998057,30,"visual"
"368",1,2,1,3,1.61252468799648,1.0223263959997,35,"visual"
"369",1,1,1,1,1.55165357499936,0.480974941005115,35,"visual"
"370",1,2,1,1,3.09746499900211,0.67159161100426,40,"visual"
"371",1,2,2,4,0.669067570001062,0.623224666000169,40,"visual"
"372",1,2,2,2,3.06232770199858,1.34967018300085,35,"visual"
"373",1,1,2,1,1.74127673499606,1.13980692499899,40,"visual"
"374",1,2,2,3,1.39687075500115,0.83170888099994,40,"visual"
"375",1,2,2,4,0.783937148000405,0.248943537997548,35,"visual"
"376",1,2,2,4,0.663983462000033,0.261091102001956,35,"visual"
"377",1,1,1,1,3.04852694700094,1.06274370900064,30,"visual"
"378",1,1,2,2,0.611548175002099,0.862506982004561,35,"visual"
"379",1,1,1,4,0.789013374997012,0.307538886998373,35,"visual"
"380",1,2,2,4,0.97841034099838,0.384883947997878,30,"visual"
"381",1,1,2,2,1.23135330300283,0.797177479995298,35,"visual"
"382",1,1,1,4,0.727233523997711,0.731774817999394,35,"visual"
"383",1,1,1,4,0.986769836999883,0.665510712002288,30,"visual"
"384",1,1,2,1,1.42605234900111,1.70080829999642,35,"visual"
"385",1,2,2,1,0.93523542600451,1.01247212899762,35,"visual"
"386",1,1,2,2,1.62165872399783,1.25098591799906,40,"visual"
"387",10,1,1,3,2.55673302803189,0.737349465955049,11,"memory"
"388",10,2,2,3,2.35770119295921,0.324527326971292,11,"memory"
"389",10,2,2,2,2.54074553609826,0.399444760987535,11,"memory"
"390",10,1,2,2,2.3567251850618,1.55670030100737,11,"memory"
"391",10,2,1,3,3.97408285900019,0.35497416194994,11,"memory"
"392",10,1,2,1,3.33895940508228,1.82367300998885,11,"memory"
"393",10,2,2,2,2.8898965199478,0.282550129108131,11,"memory"
"394",10,2,1,3,2.8071388740791,0.346524045104161,11,"memory"
"395",10,2,2,3,3.65595003904309,0.4318941780366,11,"memory"
"396",10,2,2,4,2.54017055605073,0.967865960905328,11,"memory"
"397",10,1,2,2,3.77410051494371,0.943563238019124,11,"memory"
"398",10,2,2,2,2.3912949039368,0.513195788022131,10,"memory"
"399",10,2,2,3,2.27247819700278,0.137955331942067,10,"memory"
"400",10,1,1,2,2.23897622397635,0.268436366925016,10,"memory"
"401",10,1,2,2,4.02410302497447,0.27455930004362,10,"memory"
"402",10,2,2,4,2.25720142095815,0.405736668966711,10,"memory"
"403",10,1,1,2,2.27338288503233,0.210372130037285,10,"memory"
