Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,difficulty,Task,Condition,Block,Accuracy
1,2,2,4,1.084598753,2.535082754,0.05,perception,1,3,1
1,1,1,1,2.068951859,0.333740235,0.05,perception,1,3,1
1,1,1,4,1.805210992,2.2184388,0.05,perception,1,3,1
1,1,NaN,NaN,NaN,NaN,0.621798188,perception,1,3,0
1,2,2,1,0.933851016,0.667311765,0.05,perception,1,3,1
1,2,2,1,1.863066496,0.950846587,0.05,perception,1,3,1
1,2,2,4,1.626857558,1.768117411,0.05,perception,1,3,1
1,2,NaN,NaN,NaN,NaN,0.603974086,perception,1,3,0
1,1,1,1,0.981694881,0.550330979,0.05,perception,1,3,1
1,1,1,4,0.767798924,0.417126943,0.05,perception,1,3,1
1,2,2,4,1.434020522,0.366950397,0.05,perception,1,3,1
1,1,2,1,0.939181576,0.267020348,0.585309959,perception,1,3,0
1,2,2,1,1.444336857,0.934161484,0.05,perception,1,3,1
1,1,1,4,1.806992656,0.350436885,0.05,perception,1,3,1
1,2,2,4,1.104059148,2.78549754,0.05,perception,1,3,1
1,1,1,1,3.582815004,0.834109237,0.56576622,perception,1,3,1
1,1,1,4,4.3719227,2.868640171,0.56576622,perception,1,3,1
1,1,NaN,NaN,NaN,NaN,0.56576622,perception,1,3,0
1,2,2,4,1.141296417,0.367110121,0.05,perception,1,3,1
1,1,1,1,1.472962159,2.184936131,0.05,perception,1,3,1
1,1,1,4,1.587174389,1.251080946,0.05,perception,1,3,1
1,2,2,2,3.320258279,0.366830122,0.545301412,perception,1,3,1
1,2,1,1,2.251919339,0.400447292,0.545301412,perception,1,3,0
1,1,1,4,1.634948335,0.450481434,0.05,perception,1,3,1
1,1,1,4,0.779937656,0.600401364,0.05,perception,1,3,1
1,1,1,4,0.965743612,1.317620902,0.05,perception,1,3,1
1,2,1,1,2.262503805,0.684013226,0.523872128,perception,1,3,0
1,2,2,4,0.962090478,0.350218466,0.05,perception,1,3,1
1,2,2,4,0.82750024,1.334469258,0.05,perception,1,3,1
1,1,1,3,1.518122142,0.650640453,0.05,perception,1,3,1
1,2,2,2,4.241305365,0.367100499,0.501432913,perception,1,3,1
1,1,2,1,3.683203699,0.567007743,0.501432913,perception,1,3,0
1,2,2,4,1.189444977,0.367098575,0.05,perception,1,3,1
1,1,1,4,0.737192142,0.433816858,0.05,perception,1,3,1
1,2,2,4,0.892112278,0.450288995,0.05,perception,1,3,1
1,2,2,1,3.757804284,0.450485925,0.489819793,perception,1,3,1
1,1,2,2,2.743207785,1.601103125,0.489819793,perception,1,3,0
1,2,2,4,1.032255023,0.366909343,0.05,perception,1,3,1
1,2,2,4,0.795453693,0.317067319,0.05,perception,1,3,1
1,2,2,4,0.894708922,2.268462679,0.05,perception,1,3,1
1,2,2,3,1.511725469,0.317064433,0.47793617,perception,1,3,1
1,1,1,3,3.276086791,2.068074978,0.47793617,perception,1,3,1
1,2,2,1,4.144336953,0.433814613,0.47793617,perception,1,3,1
1,1,2,1,4.58441321,1.234167161,0.713104587,perception,1,3,0
1,1,2,2,2.596254303,0.767410839,0.47793617,perception,1,3,0
1,2,2,1,0.936893797,0.900811162,0.05,perception,1,3,1
1,1,1,4,0.848186792,0.417151319,0.05,perception,1,3,1
1,2,2,4,1.374893317,1.401219294,0.05,perception,1,3,1
1,2,1,2,2.994417344,0.350904832,0.465775741,perception,1,3,0
1,1,1,4,1.029637532,0.283703527,0.05,perception,1,3,1
1,2,2,4,0.977787086,2.401922337,0.05,perception,1,3,1
1,1,1,4,1.455276052,0.367100178,0.05,perception,1,3,1
1,2,2,3,1.311407047,0.450230943,0.12,perception,1,4,1
1,1,2,1,3.601781151,0.350455166,0.721719566,perception,1,4,0
1,1,1,3,1.332536208,0.40044633,0.197430461,perception,1,4,1
1,1,1,3,1.736425593,1.401175353,0.197430461,perception,1,4,1
1,1,1,2,0.837279028,1.384502117,0.197430461,perception,1,4,1
1,1,NaN,NaN,NaN,NaN,0.708604613,perception,1,4,0
1,1,1,2,2.899271971,0.383558204,0.233552041,perception,1,4,1
1,1,1,2,0.962961264,1.968275467,0.233552041,perception,1,4,1
1,1,1,3,2.031749229,0.350417961,0.233552041,perception,1,4,1
1,2,NaN,NaN,NaN,NaN,0.694871572,perception,1,4,0
1,2,2,1,2.167750686,0.417120849,0.233552041,perception,1,4,1
1,1,1,3,2.526177639,1.918217912,0.233552041,perception,1,4,1
1,1,1,3,0.978429832,1.28425711,0.233552041,perception,1,4,1
1,1,1,3,4.218320129,0.884134719,0.680491312,perception,1,4,1
1,2,1,1,3.543022466,0.350412509,0.680491312,perception,1,4,0
1,1,1,2,1.652765942,1.701459425,0.233552041,perception,1,4,1
1,2,2,1,4.131590755,1.117636682,0.233552041,perception,1,4,1
1,2,2,3,3.808971571,0.083329939,0.233552041,perception,1,4,1
1,1,NaN,NaN,NaN,NaN,0.665433331,perception,1,4,0
1,1,2,1,4.080378887,0.717137111,0.233552041,perception,1,4,0
1,2,2,4,0.972128417,0.350187355,0.05,perception,1,4,1
1,2,2,4,0.989623689,0.350441375,0.05,perception,1,4,1
1,2,2,4,0.840153746,0.300224095,0.05,perception,1,4,1
1,2,2,2,4.434856991,1.200782521,0.56576622,perception,1,4,1
1,1,1,1,3.859428116,0.650632755,0.56576622,perception,1,4,1
1,2,1,1,4.365929828,0.40043767,0.56576622,perception,1,4,0
1,1,1,4,0.733779877,0.350453563,0.05,perception,1,4,1
1,2,2,4,1.23573586,1.017350301,0.05,perception,1,4,1
1,1,1,4,0.652662666,0.300395045,0.05,perception,1,4,1
1,1,2,2,3.919092547,0.300387348,0.545301412,perception,1,4,0
1,1,1,4,0.77126892,0.317073093,0.05,perception,1,4,1
1,1,1,4,0.563101232,0.267023555,0.05,perception,1,4,1
1,1,1,4,0.707511311,0.333568643,0.05,perception,1,4,1
1,2,NaN,NaN,NaN,NaN,0.523872128,perception,1,4,0
1,1,1,4,0.619264235,0.283470035,0.05,perception,1,4,1
1,2,2,4,1.093694704,0.333588529,0.05,perception,1,4,1
1,2,2,4,0.842180449,0.350241238,0.05,perception,1,4,1
1,1,NaN,NaN,NaN,NaN,0.501432913,perception,1,4,0
1,2,2,4,1.07920565,0.333582756,0.05,perception,1,4,1
1,2,2,4,0.677354836,0.367099537,0.05,perception,1,4,1
1,2,2,4,0.934810003,1.067696194,0.05,perception,1,4,1
1,2,1,2,3.315430626,0.283697113,0.489819793,perception,1,4,0
1,2,2,4,1.008408622,0.333764931,0.05,perception,1,4,1
1,2,2,4,0.649004721,0.300382857,0.05,perception,1,4,1
1,1,1,4,2.125930803,0.883980126,0.05,perception,1,4,1
1,1,1,1,3.474415074,0.333503535,0.47793617,perception,1,4,1
1,2,NaN,NaN,NaN,NaN,0.47793617,perception,1,4,0
1,1,1,4,0.704295335,0.317061867,0.05,perception,1,4,1
1,2,2,4,1.14967906,0.3671098,0.05,perception,1,4,1
1,1,1,3,0.650869135,1.300878388,0.05,perception,1,4,1
1,2,2,1,2.604830668,0.333729972,0.465775741,perception,1,4,1
1,1,1,2,3.372182172,1.734831236,0.465775741,perception,1,4,1
1,1,1,2,2.430349107,0.300391838,0.465775741,perception,1,4,1
1,1,2,1,3.854873406,0.834096407,0.699583622,perception,1,4,0
1,1,1,2,2.533628235,0.267021631,0.465775741,perception,1,4,1
1,2,1,1,2.636100724,0.367130327,0.465775741,perception,1,4,0
1,2,2,4,0.943854957,0.350416358,0.05,perception,1,4,1
1,1,1,4,1.037654541,2.335188018,0.05,perception,1,4,1
1,1,1,4,1.51379066,3.202472136,0.05,perception,1,4,1
1,2,1,1,3.967759089,0.333757875,0.45333206,perception,1,4,0
1,2,2,4,2.480646187,0.533865044,0.12,perception,2,1,1
1,1,1,1,3.56898303,0.433809269,0.721719566,perception,2,1,1
1,2,2,2,3.431353098,5.754096158,0.75,perception,2,1,1
1,1,2,1,4.656292247,1.818158346,0.75,perception,2,1,0
1,2,2,1,4.90614912,3.652794977,0.278992124,perception,2,1,1
1,1,2,1,4.593876058,0.417126357,0.278992124,perception,2,1,0
1,1,1,4,1.23280127,1.467898024,0.05,perception,2,1,1
1,1,1,4,1.05888011,0.400472952,0.05,perception,2,1,1
1,1,1,4,0.788911693,0.817229825,0.05,perception,2,1,1
1,1,1,3,1.444664146,0.317042357,0.655075848,perception,2,1,1
1,2,2,2,4.901619732,1.234394349,0.655075848,perception,2,1,1
1,1,1,1,3.793205662,2.8022484,0.655075848,perception,2,1,1
1,2,2,2,3.721272693,1.601384411,0.75,perception,2,1,1
1,1,1,1,4.635237748,0.68399361,0.75,perception,2,1,1
1,1,2,2,3.911326708,0.433817287,0.75,perception,2,1,0
1,1,2,1,4.268455521,0.517220941,0.342433002,perception,2,1,0
1,2,2,4,1.794433107,0.383787796,0.05,perception,2,1,1
1,1,1,3,0.922093063,1.80147351,0.05,perception,2,1,1
1,2,2,4,0.983660914,0.350416199,0.05,perception,2,1,1
1,1,2,2,3.975258679,0.333512623,0.621798188,perception,2,1,0
1,1,1,4,0.742117432,1.017573266,0.05,perception,2,1,1
1,2,2,3,0.981292303,1.868182065,0.05,perception,2,1,1
1,2,2,4,0.839322215,0.717102526,0.05,perception,2,1,1
1,1,2,3,2.61575933,0.300398254,0.603974086,perception,2,1,0
1,1,1,4,0.933119854,0.450499557,0.05,perception,2,1,1
1,2,2,3,0.987430806,1.284224666,0.05,perception,2,1,1
1,1,1,4,0.643422526,2.90227531,0.05,perception,2,1,1
1,2,2,1,3.146477024,0.367087243,0.585309959,perception,2,1,1
1,2,2,2,3.708767004,1.451213829,0.585309959,perception,2,1,1
1,1,1,2,3.700547266,2.185142955,0.585309959,perception,2,1,1
1,1,2,1,3.487902443,2.285071721,0.75,perception,2,1,0
1,1,2,2,2.720256933,1.56796727,0.427283087,perception,2,1,0
1,1,1,4,1.192499281,0.450506613,0.05,perception,2,1,1
1,1,1,4,0.789762918,1.117655662,0.05,perception,2,1,1
1,2,2,4,1.273627015,0.450507576,0.05,perception,2,1,1
1,2,2,2,2.413020657,0.450267026,0.56576622,perception,2,1,1
1,2,2,2,4.277840802,1.034236613,0.56576622,perception,2,1,1
1,1,1,1,3.652064989,0.500539312,0.56576622,perception,2,1,1
1,2,1,1,4.328419067,1.167660457,0.75,perception,2,1,0
1,1,1,2,4.608343669,0.433825305,0.453059594,perception,2,1,1
1,1,1,2,4.451210301,0.550561427,0.453059594,perception,2,1,1
1,2,1,2,4.591411227,2.818866203,0.453059594,perception,2,1,0
1,1,1,4,0.864991416,0.450495067,0.05,perception,2,1,1
1,2,2,4,1.231881408,1.351133999,0.05,perception,2,1,1
1,1,1,3,0.75998032,1.601329886,0.05,perception,2,1,1
1,1,1,1,3.148261901,1.084359758,0.545301412,perception,2,1,1
1,2,2,2,2.857478573,0.350414916,0.545301412,perception,2,1,1
1,2,2,1,3.556605314,0.350423255,0.545301412,perception,2,1,1
1,1,1,2,4.539918553,0.901485666,0.75,perception,2,1,1
1,1,2,1,4.236209055,1.968248745,0.75,perception,2,1,0
1,1,2,1,4.423892213,0.43380991,0.477675967,perception,2,1,0
1,2,2,4,1.652433191,0.533892627,0.05,perception,2,1,1
1,2,2,4,0.935287686,0.917506906,0.05,perception,2,1,1
1,2,2,4,1.247132569,0.950646934,0.05,perception,2,1,1
1,1,1,3,2.925854616,0.317072506,0.523872128,perception,2,1,1
1,1,2,1,3.971768145,1.117679717,0.523872128,perception,2,1,0
1,1,1,4,1.026393095,0.350422934,0.05,perception,2,1,1
1,1,1,4,0.747719029,0.350435443,0.05,perception,2,1,1
1,2,2,3,1.801586729,0.333758625,0.05,perception,2,1,1
1,2,1,2,3.784781939,0.350436726,0.501432913,perception,2,1,0
1,1,1,3,1.506009729,0.633955779,0.12,perception,2,2,1
1,2,1,3,4.071624745,1.084308762,0.721719566,perception,2,2,0
1,1,1,3,1.420849422,1.167431454,0.197430461,perception,2,2,1
1,1,1,3,1.063731834,0.350423255,0.197430461,perception,2,2,1
1,1,1,2,4.022073787,0.383452309,0.197430461,perception,2,2,1
1,1,NaN,NaN,NaN,NaN,0.708604613,perception,2,2,0
1,1,1,3,1.026268971,0.30038767,0.233552041,perception,2,2,1
1,1,1,3,2.266009293,0.433811834,0.233552041,perception,2,2,1
1,2,2,3,1.963131134,3.21915281,0.233552041,perception,2,2,1
1,1,2,2,1.716021657,1.784850255,0.694871572,perception,2,2,0
1,1,1,3,2.597318803,3.485846226,0.233552041,perception,2,2,1
1,1,2,2,3.767454675,3.302543314,0.233552041,perception,2,2,0
1,2,2,4,1.78026506,0.383787796,0.05,perception,2,2,1
1,2,2,4,1.123883329,0.417142393,0.05,perception,2,2,1
1,1,1,4,0.665200597,1.00088426,0.05,perception,2,2,1
1,1,1,3,3.630982266,2.868900506,0.603974086,perception,2,2,1
1,2,2,3,3.29665402,2.368548181,0.603974086,perception,2,2,1
1,1,1,2,2.102218476,0.333742268,0.603974086,perception,2,2,1
1,1,NaN,NaN,NaN,NaN,0.75,perception,2,2,0
1,1,1,2,3.821563886,2.051710772,0.40029177,perception,2,2,1
1,2,1,2,4.048305553,1.384497577,0.40029177,perception,2,2,0
1,2,2,4,1.89218538,0.383814096,0.05,perception,2,2,1
1,2,2,4,1.177223744,0.36714273,0.05,perception,2,2,1
1,1,1,4,0.723756768,0.316826183,0.05,perception,2,2,1
1,1,2,1,3.452564755,0.784066384,0.585309959,perception,2,2,0
1,1,1,4,0.88368468,0.350420048,0.05,perception,2,2,1
1,1,1,4,0.971633437,0.41715843,0.05,perception,2,2,1
1,1,1,4,0.741244719,0.283716946,0.05,perception,2,2,1
1,2,2,2,3.695738521,2.468617106,0.56576622,perception,2,2,1
1,1,1,2,2.628569073,0.267030506,0.56576622,perception,2,2,1
1,1,2,2,4.402556753,0.717355264,0.56576622,perception,2,2,0
1,2,2,4,1.10029857,0.333741626,0.05,perception,2,2,1
1,2,2,4,0.729731377,0.317075713,0.05,perception,2,2,1
1,1,1,4,0.610575327,0.283708286,0.05,perception,2,2,1
1,1,1,1,3.626059019,0.417130206,0.545301412,perception,2,2,1
1,1,2,1,1.954371603,2.468698573,0.545301412,perception,2,2,0
1,1,1,4,1.002417683,0.333754135,0.05,perception,2,2,1
1,2,2,3,2.239021881,1.984929412,0.05,perception,2,2,1
1,2,2,4,1.482954179,0.934182441,0.05,perception,2,2,1
1,2,2,1,4.868066922,1.501243962,0.523872128,perception,2,2,1
1,2,NaN,NaN,NaN,NaN,0.523872128,perception,2,2,0
1,2,2,4,1.058971519,0.383777532,0.05,perception,2,2,1
1,1,1,4,0.744347808,0.433817287,0.05,perception,2,2,1
1,2,2,4,1.441847792,1.634500704,0.05,perception,2,2,1
1,2,1,3,4.14306539,0.984213857,0.501432913,perception,2,2,0
1,2,2,4,1.190660841,1.917993137,0.05,perception,2,2,1
1,1,1,4,1.19118588,0.316828428,0.05,perception,2,2,1
1,1,1,4,0.54112964,0.316844786,0.05,perception,2,2,1
1,2,2,3,2.736286833,1.334487009,0.489819793,perception,2,2,1
1,1,2,3,0.744645448,0.983951177,0.489819793,perception,2,2,0
1,1,1,4,0.741220343,0.43381408,0.05,perception,2,2,1
1,2,2,4,0.951237403,0.317070902,0.05,perception,2,2,1
1,2,2,4,0.808631623,0.317068978,0.05,perception,2,2,1
1,1,1,3,2.331660392,0.36710745,0.47793617,perception,2,2,1
1,1,2,3,2.222831935,0.900823032,0.47793617,perception,2,2,0
1,1,1,4,0.688402081,0.317079241,0.05,perception,2,2,1
1,1,1,4,0.727942009,1.35093322,0.05,perception,2,2,1
1,2,2,4,0.810767382,1.051039799,0.05,perception,2,2,1
1,2,2,3,2.151415025,0.383562962,0.465775741,perception,2,2,1
1,1,2,2,1.959079318,0.300390235,0.465775741,perception,2,2,0
1,2,2,3,2.750689976,1.534433382,0.12,perception,2,3,1
1,1,2,2,0.760005658,0.400218932,0.721719566,perception,2,3,0
1,2,2,1,3.489317837,0.467177979,0.197430461,perception,2,3,1
1,2,2,3,2.315688865,2.718795354,0.197430461,perception,2,3,1
1,1,1,3,4.457087728,0.867218904,0.197430461,perception,2,3,1
1,1,1,2,2.694595429,1.367831664,0.708604613,perception,2,3,1
1,2,NaN,NaN,NaN,NaN,0.708604613,perception,2,3,0
1,2,2,3,1.805270985,1.367819156,0.233552041,perception,2,3,1
1,1,1,4,1.453933642,2.418599482,0.233552041,perception,2,3,1
1,1,1,3,2.325057788,0.317069619,0.233552041,perception,2,3,1
1,1,2,2,3.855089435,0.934185648,0.694871572,perception,2,3,0
1,1,1,2,2.895302581,2.051442319,0.233552041,perception,2,3,1
1,2,2,3,1.764718825,1.567604521,0.233552041,perception,2,3,1
1,1,1,3,3.725757498,0.317072506,0.233552041,perception,2,3,1
1,1,1,1,0.784897402,0.350411067,0.680491312,perception,2,3,1
1,1,NaN,NaN,NaN,NaN,0.680491312,perception,2,3,0
1,1,1,2,3.118664046,0.984212895,0.233552041,perception,2,3,1
1,2,2,2,3.277645796,2.935612909,0.233552041,perception,2,3,1
1,1,1,3,2.034348869,0.317072185,0.233552041,perception,2,3,1
1,1,2,2,2.809103421,0.283698343,0.665433331,perception,2,3,0
1,2,2,1,2.743514223,1.734748919,0.233552041,perception,2,3,1
1,1,1,3,1.773586443,0.800750899,0.233552041,perception,2,3,1
1,1,1,2,1.365682113,0.350428707,0.233552041,perception,2,3,1
1,1,1,1,3.42183792,0.383784588,0.64966569,perception,2,3,1
1,1,2,2,2.252956434,1.98508176,0.64966569,perception,2,3,0
1,1,2,2,0.865322732,0.633966684,0.233552041,perception,2,3,0
1,1,1,4,0.882227912,0.300416536,0.05,perception,2,3,1
1,1,1,4,0.832289509,0.300387028,0.05,perception,2,3,1
1,2,2,4,1.246040475,0.450495388,0.05,perception,2,3,1
1,1,2,1,3.992396069,0.483604625,0.545301412,perception,2,3,0
1,2,2,1,1.378259967,1.334470331,0.05,perception,2,3,1
1,1,1,4,1.467671586,0.333766002,0.05,perception,2,3,1
1,2,2,4,0.947357179,1.934901203,0.05,perception,2,3,1
1,2,2,2,4.016780415,0.683787379,0.523872128,perception,2,3,1
1,1,2,2,3.680489284,0.400464613,0.523872128,perception,2,3,0
1,2,2,4,0.883154509,0.383778494,0.05,perception,2,3,1
1,2,2,4,0.70847642,0.450503085,0.05,perception,2,3,1
1,1,1,3,0.900293823,0.333496907,0.05,perception,2,3,1
1,1,1,1,4.237577301,0.317067695,0.501432913,perception,2,3,1
1,1,NaN,NaN,NaN,NaN,0.501432913,perception,2,3,0
1,2,2,3,2.083069451,0.35154614,0.05,perception,2,3,1
1,2,2,4,0.897421662,0.317064487,0.05,perception,2,3,1
1,2,2,4,0.599365398,0.300389273,0.05,perception,2,3,1
1,1,1,1,3.287466311,0.400456916,0.489819793,perception,2,3,1
1,2,2,1,4.057976606,0.350412991,0.489819793,perception,2,3,1
1,2,1,1,3.868913656,0.300385745,0.489819793,perception,2,3,0
1,2,2,4,0.992446103,1.501253584,0.05,perception,2,3,1
1,2,2,4,1.532588528,1.851261169,0.05,perception,2,3,1
